,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
2250,Madden NFL 09,PSP,Sports,6.9,0.71,0.65,0.0,0.0,0.06,2008
2251,Dynasty Warriors 6,PS3,Action,6.9,0.71,0.18,0.41,0.07,0.04,2008
2252,Blast Corps,N64,Action,9.1,0.71,0.39,0.17,0.09,0.06,1997
2253,Power Rangers: Dino Thunder,PS2,Action,9.1,0.71,0.35,0.0,0.27,0.09,2004
2254,Battle Arena Toshinden 2,PS,Fighting,9.1,0.71,0.15,0.41,0.1,0.05,1996
2255,Virtua Fighter 4: Evolution,PS2,Fighting,8.9,0.71,0.35,0.0,0.27,0.09,2003
2256,Mortal Kombat (2011),PSV,Fighting,8.8,0.71,0.42,0.0,0.15,0.15,2012
2257,WWF Attitude,N64,Fighting,8.8,0.71,0.57,0.0,0.13,0.01,1999
2258,Jeopardy!,PS,Misc,8.8,0.71,0.39,0.0,0.27,0.05,1998
2259,Godzilla: Destroy All Monsters Melee,GC,Fighting,7.5,0.71,0.55,0.0,0.14,0.02,2002
2260,Yu-Gi-Oh! The Falsebound Kingdom,GC,Strategy,4.4,0.71,0.49,0.07,0.13,0.02,2003
2261,The LEGO Movie Videogame,PS4,Action-Adventure,6.0,0.71,0.26,0.01,0.32,0.11,2014
2262,LEGO Batman 2: DC Super Heroes,DS,Action-Adventure,6.0,0.71,0.39,0.0,0.25,0.06,2012
2263,Astro Bot Rescue Mission,PS4,Platform,8.5,0.71,0.22,0.02,0.36,0.11,2018
2264,Spyro: Enter the Dragonfly,GC,Platform,5.0,0.71,0.55,0.0,0.14,0.02,2002
2265,"WarioWare, Inc.: Mega Party Game$",GC,Puzzle,5.0,0.71,0.2,0.44,0.05,0.02,2004
2266,Catherine,PS3,Puzzle,7.9,0.71,0.3,0.2,0.15,0.06,2011
2267,Conker: Live And Reloaded,XB,Action-Adventure,8.1,0.71,0.49,0.0,0.2,0.02,2005
2268,DiRT 3,X360,Racing,9.1,0.71,0.23,0.01,0.4,0.07,2011
2269,Resident Evil: Survivor,PS,Shooter,9.1,0.71,0.23,0.29,0.15,0.05,2000
2270,South Park,PS,Shooter,1.7,0.71,0.39,0.0,0.27,0.05,1999
2271,Doom 3: Resurrection of Evil,XB,Shooter,8.2,0.71,0.53,0.0,0.15,0.03,2005
2272,Plants vs Zombies: Garden Warfare,XOne,Shooter,7.6,0.71,0.39,0.0,0.25,0.06,2014
2273,The Crew,XOne,Racing,7.6,0.71,0.32,0.0,0.34,0.06,2014
2274,Super Trucks Racing,PS2,Racing,7.6,0.71,0.35,0.0,0.27,0.09,2003
2275,Jeremy McGrath Supercross 2000,PS,Racing,7.6,0.71,0.4,0.0,0.27,0.05,2000
2276,LEGO Racers,N64,Racing,7.6,0.71,0.51,0.0,0.18,0.01,1999
2277,LEGO Harry Potter: Years 1-4,PSP,Adventure,7.5,0.71,0.14,0.0,0.38,0.19,2010
2278,Tactics Ogre: Let Us Cling Together,SNES,Role-Playing,7.5,0.71,0.0,0.71,0.0,0.0,1995
2279,Monster Hunter 3 Ultimate,WiiU,Role-Playing,8.7,0.71,0.24,0.22,0.2,0.04,2013
2280,SSX,X360,Sports,8.7,0.71,0.38,0.0,0.26,0.06,2012
2281,Madden NFL 2003,XB,Sports,8.7,0.71,0.67,0.0,0.02,0.03,2002
2282,NCAA Football 09,X360,Sports,8.7,0.71,0.65,0.0,0.0,0.05,2008
2283,Scooby-Doo 2: Monsters Unleashed,GBA,Action,8.7,0.71,0.51,0.0,0.19,0.01,2004
2284,The Lord of the Rings: The Two Towers,XB,Action,8.7,0.71,0.45,0.0,0.24,0.03,2002
2285,Skate,X360,Sports,8.7,0.71,0.62,0.0,0.03,0.06,2007
2286,F-14 Tomcat,GBA,Action,6.9,0.7,0.5,0.0,0.19,0.01,2001
2287,Mafia,PS2,Action,6.5,0.7,0.34,0.0,0.27,0.09,2004
2288,Spider-Man 2,PSP,Action,6.4,0.7,0.35,0.0,0.21,0.14,2005
2289,Kill.Switch,PS2,Shooter,6.4,0.7,0.34,0.0,0.27,0.09,2003
2290,Wolfenstein II: The New Colossus,XOne,Shooter,6.4,0.7,0.45,0.0,0.19,0.07,2017
2291,Super Bomberman 3,SNES,Puzzle,6.4,0.7,0.0,0.7,0.0,0.0,1995
2292,TimeSplitters 2,PS2,Shooter,9.1,0.7,0.34,0.0,0.27,0.09,2002
2293,NASCAR 2001,PS2,Racing,9.1,0.7,0.34,0.0,0.27,0.09,2000
2294,Driver: San Francisco,X360,Racing,8.1,0.7,0.25,0.0,0.37,0.07,2011
2295,Need for Speed Rivals,XOne,Racing,8.1,0.7,0.45,0.0,0.19,0.07,2013
2296,WWE SmackDown vs. Raw 2011,PSP,Fighting,8.1,0.7,0.22,0.0,0.31,0.17,2010
2297,The Sims: Medieval,PC,Simulation,7.2,0.7,0.29,0.0,0.32,0.09,2011
2298,LEGO Rock Band,Wii,Misc,6.8,0.7,0.41,0.0,0.22,0.06,2009
2299,Star Wars: Obi-Wan,XB,Action,6.8,0.7,0.52,0.0,0.16,0.02,2001
2300,SplashDown,PS2,Racing,6.8,0.7,0.34,0.0,0.27,0.09,2001
2301,Rocksmith 2014,PC,Music,9.0,0.7,0.39,0.0,0.24,0.06,2016
2302,Monster Hunter Stories,3DS,Role-Playing,8.1,0.7,0.14,0.39,0.15,0.03,2017
2303,Two Worlds,X360,Role-Playing,8.1,0.7,0.41,0.0,0.22,0.07,2007
2304,Mobile Suit Gundam: Journey to Jaburo,PS2,Simulation,8.1,0.7,0.16,0.36,0.13,0.04,2001
2305,RIFT,PC,Role-Playing,8.3,0.7,0.47,0.0,0.16,0.08,2011
2306,Jade Empire,XB,Role-Playing,9.0,0.7,0.48,0.0,0.19,0.03,2005
2307,Chocobo's Dungeon 2,PS,Role-Playing,6.2,0.7,0.04,0.58,0.03,0.05,1999
2308,Disney Infinity 2.0: Marvel Super Heroes,WiiU,Action-Adventure,6.2,0.7,0.41,0.0,0.22,0.06,2014
2309,Advance Wars,GBA,Strategy,9.4,0.7,0.5,0.0,0.19,0.01,2001
2310,Command & Conquer: Red Alert Retaliation,PS,Strategy,9.4,0.7,0.39,0.0,0.27,0.05,1998
2311,Tony Hawk's Underground,GC,Sports,9.0,0.7,0.54,0.0,0.14,0.02,2003
2312,FIFA Soccer 11,DS,Sports,7.0,0.7,0.13,0.0,0.49,0.08,2010
2313,NCAA Football 08,X360,Sports,7.0,0.7,0.65,0.0,0.0,0.05,2007
2314,Skylanders: Trap Team,PS3,Platform,7.0,0.7,0.28,0.0,0.3,0.12,2014
2315,Ape Escape: On the Loose,PSP,Platform,6.6,0.7,0.52,0.12,0.01,0.05,2005
2316,Disney's Chicken Little,GBA,Platform,7.9,0.7,0.5,0.0,0.18,0.01,2005
2317,NCAA Football 2001,PS,Sports,7.9,0.7,0.39,0.0,0.26,0.05,2000
2318,Marvel vs. Capcom: Infinite,PS4,Fighting,7.9,0.7,0.36,0.04,0.19,0.11,2017
2319,Ace Attorney Investigations: Miles Edgeworth,DS,Adventure,7.7,0.7,0.23,0.3,0.14,0.04,2010
2320,NCAA Football 98,PS,Sports,7.7,0.7,0.39,0.0,0.27,0.05,1997
2321,Mario & Sonic at the Rio 2016 Olympic Games,3DS,Sports,7.7,0.7,0.1,0.28,0.29,0.03,2016
2322,NHL 12,X360,Sports,8.8,0.7,0.55,0.0,0.1,0.05,2011
2323,Hannah Montana: The Movie,DS,Adventure,8.8,0.7,0.38,0.0,0.25,0.07,2009
2324,Classic NES Series: Zelda II: The Adventure of Link,GBA,Adventure,6.6,0.7,0.37,0.17,0.14,0.01,2004
2325,Madden NFL 2005,GC,Sports,9.2,0.7,0.54,0.0,0.14,0.02,2004
2326,James Bond 007: Blood Stone,PS3,Action,6.2,0.7,0.18,0.02,0.37,0.12,2010
2327,Transformers: Revenge of the Fallen,PS3,Action,6.5,0.7,0.28,0.0,0.3,0.12,2009
2328,Metal Gear Solid HD Collection,X360,Action,6.5,0.7,0.42,0.0,0.22,0.06,2011
2329,MLB 08: The Show,PS3,Sports,6.5,0.7,0.64,0.0,0.0,0.05,2008
2330,Mortal Kombat: Shaolin Monks,PS2,Action,8.0,0.69,0.58,0.0,0.02,0.09,2005
2331,MotionSports,X360,Sports,4.1,0.69,0.38,0.0,0.25,0.07,2010
2332,FIFA 13,Wii,Sports,4.1,0.69,0.18,0.0,0.46,0.06,2012
2333,J-League Soccer: Prime Goal,SNES,Sports,4.1,0.69,0.0,0.69,0.0,0.0,1993
2334,Rayman Legends,NS,Platform,4.5,0.69,0.23,0.0,0.4,0.05,2017
2335,Harry Potter and the Chamber of Secrets,GC,Adventure,4.5,0.69,0.53,0.0,0.14,0.02,2002
2336,World of Zoo,DS,Simulation,4.5,0.69,0.43,0.0,0.2,0.07,2009
2337,LEGO Worlds,XOne,Misc,4.5,0.69,0.28,0.0,0.35,0.05,2017
2338,Kirby's Dream Collection: Special Edition,Wii,Platform,8.0,0.69,0.33,0.33,0.0,0.03,2012
2339,Moto Racer 2,PS,Racing,8.0,0.69,0.39,0.0,0.26,0.05,1998
2340,The Sly Collection,PS3,Platform,8.7,0.69,0.52,0.01,0.08,0.08,2010
2341,Mappy,NES,Platform,8.7,0.69,0.0,0.69,0.0,0.0,1984
2342,Super Mario USA,NES,Platform,8.7,0.69,0.0,0.69,0.0,0.0,1992
2343,Mario Party: The Top 100,3DS,Party,5.0,0.69,0.23,0.24,0.17,0.04,2017
2344,Dragon Ball Z: Budokai,GC,Fighting,6.8,0.69,0.53,0.0,0.14,0.02,2003
2345,Shrek the Third,X360,Action,6.8,0.69,0.54,0.0,0.09,0.06,2007
2346,Fortnite,NS,Shooter,8.5,0.69,0.38,0.01,0.24,0.06,2018
2347,Halo 2 Multiplayer Map Pack,XB,Shooter,8.6,0.69,0.54,0.0,0.13,0.02,2005
2348,Prince of Persia: The Forgotten Sands,PS3,Action,8.6,0.69,0.19,0.01,0.36,0.12,2010
2349,Metal Gear Solid: Portable Ops Plus,PSP,Action,6.9,0.69,0.26,0.26,0.01,0.17,2007
2350,King Kong,2600,Action,6.9,0.69,0.65,0.0,0.04,0.01,1982
2351,NFL Xtreme,PS,Sports,6.9,0.69,0.38,0.0,0.26,0.05,1998
2352,The Lord of the Rings: The Return of the King,GC,Action,8.7,0.69,0.53,0.0,0.14,0.02,2003
2353,The Sims 2: Apartment Pets,DS,Simulation,8.7,0.69,0.31,0.0,0.3,0.07,2008
2354,Top Spin 4,PS3,Sports,8.2,0.69,0.17,0.0,0.4,0.12,2011
2355,X-Men Origins: Wolverine - Uncaged Edition,X360,Action,7.1,0.69,0.42,0.0,0.21,0.06,2009
2356,MX vs. ATV Unleashed: On the Edge,PSP,Racing,7.3,0.69,0.64,0.0,0.0,0.05,2006
2357,Mario Pinball Land,GBA,Misc,7.3,0.69,0.5,0.0,0.18,0.01,2004
2358,IL-2 Sturmovik: Birds of Prey,PS3,Simulation,8.0,0.69,0.34,0.0,0.25,0.1,2009
2359,The Evil Within,XOne,Misc,7.9,0.69,0.36,0.0,0.27,0.06,2014
2360,NCAA Football 2005,XB,Sports,7.9,0.68,0.63,0.0,0.02,0.03,2004
2361,The Last Story,Wii,Role-Playing,7.9,0.68,0.31,0.18,0.13,0.05,2012
2362,METRO Redux,PS4,Shooter,7.9,0.68,0.22,0.05,0.31,0.1,2014
2363,FIFA Soccer 06,XB,Sports,7.9,0.68,0.29,0.0,0.38,0.01,2005
2364,Prince of Persia: The Two Thrones,PS2,Adventure,7.9,0.68,0.57,0.0,0.02,0.09,2005
2365,Fight Night 2004,XB,Fighting,7.9,0.68,0.51,0.0,0.15,0.02,2004
2366,Naruto: Clash of Ninja,GC,Fighting,7.9,0.68,0.53,0.0,0.14,0.02,2006
2367,Bushido Blade 2,PS,Fighting,7.5,0.68,0.25,0.22,0.17,0.04,1998
2368,Mortal Kombat Mythologies: Sub-Zero,PS,Platform,7.5,0.68,0.38,0.0,0.26,0.04,1997
2369,Frozen: Olaf's Quest,3DS,Platform,7.5,0.68,0.32,0.0,0.31,0.06,2013
2370,Mercenaries: Playground of Destruction,XB,Action,7.5,0.68,0.54,0.0,0.11,0.03,2005
2371,NHL 13,X360,Sports,8.2,0.68,0.51,0.0,0.11,0.06,2012
2372,Shark Tale,GBA,Action,8.2,0.68,0.49,0.0,0.18,0.01,2004
2373,NBA Street Vol. 2,XB,Sports,8.2,0.68,0.62,0.0,0.04,0.02,2003
2374,LEGO Harry Potter: Years 5-7,DS,Action,8.2,0.68,0.35,0.0,0.26,0.07,2011
2375,Disney Tangled,Wii,Action,8.2,0.68,0.46,0.0,0.17,0.05,2010
2376,Baldur's Gate: Dark Alliance II,PS2,Role-Playing,7.8,0.68,0.34,0.0,0.26,0.09,2004
2377,F1 2015,PS4,Racing,5.9,0.68,0.1,0.04,0.45,0.1,2015
2378,.hack//Mutation Part 2,PS2,Role-Playing,7.5,0.68,0.23,0.2,0.18,0.06,2003
2379,Iron Man,PS3,Action,5.1,0.68,0.32,0.0,0.25,0.11,2008
2380,Star Wars: Masters of Teras Kasi,PS,Action,6.8,0.68,0.38,0.0,0.26,0.04,1997
2381,Cars: Mater-National Championship,DS,Racing,6.8,0.68,0.63,0.0,0.0,0.05,2007
2382,Rayman Legends,WiiU,Platform,9.5,0.68,0.25,0.03,0.35,0.05,2013
2383,Suikoden II,PS,Role-Playing,8.5,0.68,0.15,0.38,0.1,0.04,1999
2384,Rune Factory 4,3DS,Role-Playing,8.5,0.68,0.4,0.22,0.01,0.05,2013
2385,Midway Arcade Treasures 2,PS2,Misc,8.5,0.68,0.33,0.0,0.26,0.09,2004
2386,Lalaloopsy,DS,Simulation,8.5,0.68,0.51,0.0,0.1,0.07,2011
2387,Borderlands 2,PSV,Shooter,8.5,0.68,0.33,0.01,0.18,0.16,2014
2388,Tourist Trophy: The Real Riding Simulator,PS2,Racing,8.5,0.68,0.28,0.11,0.22,0.07,2006
2389,MX vs. ATV Untamed,X360,Racing,8.5,0.68,0.55,0.0,0.08,0.06,2007
2390,Borderlands: The Handsome Collection,XOne,Shooter,8.5,0.68,0.49,0.0,0.13,0.07,2015
2391,Test Drive Unlimited 2,X360,Racing,6.8,0.68,0.3,0.0,0.32,0.06,2011
2392,Hot Shots Golf: Open Tee 2,PSP,Sports,8.0,0.68,0.21,0.28,0.11,0.08,2008
2393,Adventures of Tron,2600,Action,8.0,0.67,0.63,0.0,0.03,0.01,1982
2394,Street Sk8er,PS,Sports,8.0,0.67,0.37,0.0,0.25,0.04,1999
2395,Summer Sports: Paradise Island (Others sales),Wii,Sports,8.0,0.67,0.0,0.0,0.66,0.01,2008
2396,Madden NFL 10,PSP,Sports,8.0,0.67,0.5,0.0,0.08,0.09,2009
2397,Mass Effect,PC,Role-Playing,9.1,0.67,0.0,0.0,0.59,0.07,2008
2398,Diablo III: Eternal Collection,NS,Action,9.0,0.67,0.38,0.01,0.22,0.06,2018
2399,LEGO Marvel Super Heroes 2,NS,Action,9.0,0.67,0.31,0.01,0.29,0.06,2017
2400,Bakugan: Battle Brawlers,Wii,Action,9.0,0.67,0.59,0.0,0.03,0.05,2009
2401,Contra: Legacy of War,PS,Shooter,6.5,0.67,0.37,0.0,0.25,0.04,1996
2402,Armored Core 3,PS2,Simulation,6.5,0.67,0.22,0.23,0.17,0.06,2002
2403,Rocksmith 2014,PS4,Music,6.5,0.67,0.38,0.0,0.17,0.12,2016
2404,100 Classic Books,DS,Misc,4.0,0.67,0.12,0.0,0.52,0.02,2010
2405,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,Misc,4.0,0.67,0.0,0.67,0.0,0.0,2006
2406,Country Dance,Wii,Misc,4.0,0.67,0.58,0.0,0.04,0.05,2011
2407,Unreal Tournament III,PS3,Shooter,8.6,0.67,0.33,0.0,0.24,0.1,2007
2408,Evolve,XOne,Shooter,8.6,0.67,0.4,0.0,0.2,0.06,2015
2409,Fight Night Round 2004,XB,Fighting,8.6,0.67,0.46,0.0,0.18,0.03,2004
2410,Fossil Fighters: Champions,DS,Role-Playing,8.6,0.67,0.31,0.34,0.0,0.02,2011
2411,Wild ARMs 2,PS,Role-Playing,6.5,0.67,0.19,0.31,0.13,0.04,2000
2412,Need for Speed: Shift 2 Unleashed,PS3,Racing,8.4,0.67,0.2,0.0,0.36,0.12,2011
2413,The Sims 3,DS,Simulation,7.5,0.67,0.38,0.0,0.23,0.06,2010
2414,Blazing Angels: Squadrons of WWII,PS3,Simulation,6.8,0.67,0.35,0.0,0.22,0.1,2006
2415,Return to Castle Wolfenstein: Tides of War,XB,Shooter,6.8,0.67,0.49,0.0,0.16,0.02,2003
2416,Call of Duty: Ghosts,PC,Shooter,8.8,0.67,0.26,0.0,0.36,0.05,2013
2417,Disney Infinity,WiiU,Action-Adventure,7.6,0.67,0.37,0.0,0.24,0.06,2013
2418,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,Adventure,6.8,0.67,0.48,0.0,0.18,0.01,2005
2419,Star Wars: Republic Commando,XB,Shooter,6.8,0.67,0.48,0.0,0.17,0.02,2005
2420,Lollipop Chainsaw,PS3,Action,6.8,0.67,0.27,0.11,0.21,0.08,2012
2421,Spice World,PS,Action,6.8,0.67,0.37,0.0,0.25,0.04,1998
2422,Turok,PS3,Shooter,6.8,0.67,0.35,0.01,0.21,0.1,2008
2423,Tom Clancy's EndWar,PS3,Strategy,6.8,0.67,0.33,0.01,0.22,0.11,2008
2424,Napoleon: Total War,PC,Strategy,8.5,0.67,0.02,0.0,0.54,0.11,2010
2425,Spider-Man 3,PS3,Platform,6.6,0.67,0.26,0.02,0.29,0.11,2007
2426,The Fairly Odd Parents: Breakin Da Rules,PS2,Platform,6.6,0.67,0.33,0.0,0.25,0.09,2003
2427,NFL Street,XB,Sports,6.6,0.66,0.49,0.0,0.15,0.02,2004
2428,WWE 2K18,XOne,Sports,6.6,0.66,0.35,0.0,0.25,0.06,2017
2429,NCAA March Madness 2003,PS2,Sports,6.6,0.66,0.32,0.0,0.25,0.08,2002
2430,The LEGO Movie Videogame,WiiU,Action-Adventure,6.6,0.66,0.33,0.03,0.24,0.05,2014
2431,Tomb Raider: Definitive Edition,XOne,Action-Adventure,6.6,0.66,0.38,0.0,0.22,0.06,2014
2432,Pro Pinball: Big Race USA,PS,Misc,6.6,0.66,0.37,0.0,0.25,0.04,2000
2433,Book of Spells,PS3,Misc,6.5,0.66,0.16,0.0,0.4,0.11,2012
2434,Plants vs Zombies: Garden Warfare,PS4,Shooter,6.5,0.66,0.24,0.01,0.3,0.11,2014
2435,The Darkness,PS3,Shooter,6.5,0.66,0.2,0.0,0.34,0.12,2007
2436,The Sims: Bustin' Out,GC,Simulation,7.9,0.66,0.43,0.0,0.2,0.03,2003
2437,TV Show King Party,Wii,Puzzle,7.9,0.66,0.18,0.0,0.4,0.08,2008
2438,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,Misc,7.9,0.66,0.0,0.66,0.0,0.0,2006
2440,Peppa Pig: Fun and Games,DS,Misc,7.9,0.66,0.0,0.0,0.57,0.09,2010
2441,Freedom Wars,PSV,Misc,7.9,0.66,0.15,0.32,0.1,0.08,2014
2442,Um Jammer Lammy,PS,Misc,7.9,0.66,0.12,0.41,0.08,0.04,1999
2443,Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,7.7,0.66,0.22,0.42,0.01,0.02,2008
2444,The Sims 3: High-End Loft Stuff,PC,Simulation,7.7,0.66,0.01,0.0,0.54,0.11,2010
2445,Suikoden IV,PS2,Role-Playing,6.3,0.66,0.17,0.3,0.13,0.05,2005
2446,Darkstone,PS,Role-Playing,6.7,0.66,0.37,0.0,0.25,0.04,2001
2447,Dragon Quest Monsters: Caravan Heart,GBA,Role-Playing,6.7,0.66,0.0,0.64,0.0,0.02,2020
2448,Legend of Legaia,PS,Role-Playing,8.1,0.66,0.37,0.0,0.25,0.04,1999
2449,Taiko no Tatsujin Wii: Super Deluxe Edition,Wii,Music,8.1,0.66,0.0,0.66,0.0,0.0,2012
2450,Command & Conquer: Red Alert 3,PC,Strategy,8.2,0.66,0.01,0.0,0.64,0.02,2008
2451,Thrillville,PS2,Strategy,8.2,0.66,0.55,0.0,0.02,0.09,2006
2452,WWE SmackDown vs. RAW 2007,PSP,Fighting,7.8,0.66,0.33,0.0,0.2,0.14,2006
2453,Hidden Objects: Mystery Stories,DS,Adventure,7.8,0.66,0.18,0.0,0.43,0.05,2010
2454,Strawberry Shortcake: Summertime Adventure,GBA,Adventure,7.8,0.66,0.47,0.0,0.18,0.01,2004
2455,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,Adventure,7.8,0.66,0.39,0.0,0.21,0.06,2010
2456,London 2012: The Official Video Game of the Olympic Games,PS3,Sports,6.2,0.66,0.06,0.0,0.49,0.12,2012
2457,FIFA 15,PSV,Sports,6.2,0.66,0.09,0.06,0.38,0.13,2014
2458,Street Fighter Anniversary Collection,PS2,Fighting,6.2,0.66,0.32,0.0,0.25,0.08,2004
2459,Toy Story 3: The Video Game,PSP,Action,6.2,0.66,0.27,0.0,0.24,0.14,2010
2460,Tiger Woods PGA Tour 2000,PS,Sports,6.2,0.66,0.37,0.0,0.25,0.04,1999
2461,Shaun White Snowboarding,PS3,Sports,6.0,0.66,0.31,0.01,0.24,0.1,2008
2462,Animaniacs Ten Pin Alley,PS,Sports,6.0,0.66,0.36,0.0,0.25,0.04,1998
2463,Plants vs Zombies: Garden Warfare,PS3,Shooter,6.0,0.66,0.22,0.01,0.32,0.11,2014
2464,Fist of the North Star: Ken's Rage,PS3,Action,4.8,0.66,0.06,0.55,0.03,0.01,2010
2465,Castlevania: Lords of Shadow,X360,Action,7.9,0.66,0.42,0.01,0.17,0.05,2010
2466,Finding Nemo,XB,Action,7.9,0.66,0.48,0.0,0.16,0.02,2003
2467,Ratatouille,PSP,Platform,6.6,0.66,0.22,0.0,0.28,0.16,2007
2468,Disney's Kim Possible 2: Drakken's Demise,GBA,Platform,8.3,0.66,0.47,0.0,0.17,0.01,2004
2469,Madagascar,GC,Platform,6.8,0.66,0.52,0.0,0.13,0.02,2005
2470,Shrek: Hassle at the Castle,GBA,Action,6.8,0.66,0.47,0.0,0.17,0.01,2002
2471,Brothers In Arms: Road to Hill 30,XB,Shooter,6.8,0.66,0.49,0.0,0.14,0.02,2005
2472,2014 FIFA World Cup Brazil,PS3,Sports,7.9,0.66,0.15,0.01,0.4,0.1,2014
2473,NHL 13,PS3,Sports,8.3,0.66,0.33,0.0,0.23,0.1,2012
2474,Tony Hawk's Proving Ground,PS2,Sports,8.3,0.66,0.55,0.0,0.02,0.09,2007
2475,MLB 2004,PS2,Sports,8.3,0.66,0.32,0.0,0.25,0.08,2003
2476,One Piece: Pirate Warriors 2,PS3,Action,8.3,0.66,0.0,0.42,0.21,0.03,2014
2477,Keystone Kapers,2600,Action,8.3,0.66,0.62,0.0,0.04,0.01,1983
2478,Jikkyou World Soccer 2000 Final Edition,PS2,Sports,8.3,0.66,0.0,0.66,0.0,0.0,2000
2479,NHL 10,X360,Sports,9.1,0.66,0.51,0.0,0.1,0.06,2009
2480,NHL 16,PS4,Sports,9.1,0.66,0.38,0.0,0.16,0.12,2015
2481,MX vs. ATV Untamed,PSP,Racing,5.6,0.65,0.35,0.0,0.18,0.13,2007
2482,F-Zero GX,GC,Racing,8.4,0.65,0.41,0.12,0.11,0.02,2003
2483,Monster Jam: Maximum Destruction,PS2,Racing,8.4,0.65,0.32,0.0,0.25,0.08,2002
2484,Need for Speed: Undercover,Wii,Racing,8.4,0.65,0.27,0.0,0.31,0.07,2008
2485,Crash Bandicoot N. Sane Trilogy,XOne,Platform,8.4,0.65,0.23,0.0,0.37,0.05,2018
2486,Spyro Reignited Trilogy,XOne,Platform,8.4,0.65,0.36,0.0,0.24,0.06,2018
2487,Yoshi Topsy-Turvy,GBA,Platform,8.4,0.65,0.25,0.3,0.09,0.01,2005
2488,Wall-E,PSP,Platform,7.7,0.65,0.29,0.0,0.22,0.14,2008
2489,LEGO City Undercover,NS,Platform,8.0,0.65,0.23,0.03,0.33,0.05,2017
2490,Kung-Fu Master,2600,Action,8.0,0.65,0.6,0.0,0.04,0.01,1987
2491,LEGO Dimensions,WiiU,Action,8.0,0.65,0.37,0.0,0.22,0.06,2015
2492,Transformers: The Game,PSP,Action,4.3,0.65,0.23,0.0,0.27,0.16,2007
2493,Centipede,PS,Shooter,5.9,0.65,0.36,0.0,0.25,0.04,1999
2494,Angry Birds Trilogy,3DS,Puzzle,5.9,0.65,0.38,0.0,0.22,0.06,2012
2495,Crafting Mama,DS,Simulation,5.9,0.65,0.39,0.01,0.2,0.05,2010
2496,SingStar Pop Hits,PS2,Misc,5.9,0.65,0.0,0.0,0.5,0.15,2007
2497,SingStar R&B,PS2,Misc,5.9,0.65,0.0,0.0,0.05,0.6,2007
2498,Scene It? Box Office Smash,X360,Misc,7.6,0.65,0.33,0.0,0.25,0.07,2008
2499,Borderlands: The Pre-Sequel,PS3,Misc,7.6,0.65,0.28,0.05,0.22,0.1,2014
2500,Advance Wars 2: Black Hole Rising,GBA,Strategy,8.8,0.65,0.47,0.0,0.17,0.01,2003
2501,007: Quantum of Solace,Wii,Shooter,5.6,0.65,0.29,0.01,0.28,0.07,2008
2502,Far Cry 4,PC,Shooter,8.5,0.65,0.19,0.0,0.41,0.05,2014
2503,Tiger Woods PGA Tour 09,PS3,Sports,8.5,0.65,0.34,0.0,0.22,0.1,2008
2504,Kung Fu Panda,PS2,Platform,8.5,0.65,0.24,0.0,0.0,0.41,2008
2505,Tearaway,PSV,Platform,8.5,0.65,0.1,0.0,0.41,0.15,2013
2506,Disney's Chicken Little,PS2,Platform,6.3,0.65,0.32,0.0,0.25,0.08,2005
2507,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,Misc,6.3,0.65,0.47,0.0,0.17,0.01,2005
2508,Harry Potter and the Goblet of Fire,PS2,Adventure,6.7,0.65,0.54,0.0,0.02,0.09,2005
2509,Yakuza Zero,PS4,Adventure,6.7,0.65,0.22,0.19,0.16,0.08,2017
2510,Drawn to Life: The Next Chapter,DS,Adventure,7.4,0.65,0.44,0.0,0.14,0.06,2009
2511,Super Robot Taisen Impact,PS2,Strategy,7.4,0.65,0.0,0.65,0.0,0.0,2002
2512,The LEGO Movie Videogame,XOne,Action-Adventure,7.4,0.65,0.42,0.0,0.17,0.06,2014
2513,The Biggest Loser: Challenge,Wii,Sports,7.4,0.65,0.48,0.0,0.12,0.05,2010
2514,World of Dragon Warrior - Torneko: The Last Hope,PS,Role-Playing,7.4,0.65,0.02,0.58,0.01,0.04,2000
2515,Dead or Alive 5,PS3,Fighting,7.6,0.65,0.23,0.21,0.15,0.07,2015
2516,One Piece: Burning Blood,PS4,Fighting,7.6,0.65,0.21,0.09,0.26,0.09,2016
2517,Champions: Return to Arms,PS2,Role-Playing,7.7,0.65,0.32,0.0,0.25,0.08,2005
2518,Dragon Quest Monsters Joker 3,3DS,Role-Playing,7.7,0.65,0.0,0.65,0.0,0.0,2016
2519,Star Ocean: First Departure,PSP,Role-Playing,7.5,0.65,0.2,0.22,0.14,0.09,2008
2520,Tiger Woods PGA Tour 09,X360,Sports,7.5,0.65,0.35,0.0,0.23,0.07,2008
2521,Tiger Woods PGA Tour 10,X360,Sports,8.3,0.65,0.39,0.0,0.2,0.06,2009
2522,Wario: Master of Disguise,DS,Platform,8.3,0.65,0.28,0.33,0.02,0.03,2007
2523,WWE 2K15,X360,Sports,8.3,0.64,0.38,0.0,0.21,0.06,2014
