Campaign_ID,Conversion_Rate,ROI,Location,Language,Engagement_Score_Segment
49587,0.08,6.79,Miami,French,Greater than or equal to 7
49590,0.06,6.4,Miami,English,Greater than or equal to 7
49593,0.01,7.18,Houston,German,Greater than or equal to 7
49595,0.09,6.04,Houston,German,Greater than or equal to 7
49601,0.14,2.34,Los Angeles,Mandarin,Greater than or equal to 7
49605,0.15,7.35,Miami,Mandarin,Greater than or equal to 7
49607,0.05,8,Los Angeles,German,Greater than or equal to 7
49611,0.09,7.19,Houston,German,Greater than or equal to 7
49612,0.08,6.83,Miami,German,Greater than or equal to 7
49614,0.15,4.3,New York,Spanish,Greater than or equal to 7
49615,0.11,3.02,Chicago,German,Greater than or equal to 7
49616,0.12,6.68,Houston,English,Greater than or equal to 7
49618,0.02,5.86,Houston,English,Greater than or equal to 7
49619,0.09,5.64,Los Angeles,Spanish,Greater than or equal to 7
49620,0.09,3.24,Los Angeles,Spanish,Greater than or equal to 7
49621,0.07,3.95,Los Angeles,Spanish,Greater than or equal to 7
49622,0.13,7.21,Houston,Mandarin,Greater than or equal to 7
49631,0.09,2.52,Miami,Spanish,Greater than or equal to 7
49632,0.14,3.54,Chicago,German,Greater than or equal to 7
49634,0.07,3.27,Los Angeles,Mandarin,Greater than or equal to 7
49635,0.11,6.19,Houston,Mandarin,Greater than or equal to 7
49640,0.09,7.17,Miami,English,Greater than or equal to 7
49642,0.08,4.08,New York,Mandarin,Greater than or equal to 7
49643,0.08,2.96,Los Angeles,German,Greater than or equal to 7
49644,0.12,3.03,Chicago,Spanish,Greater than or equal to 7
49646,0.13,2.64,Houston,English,Greater than or equal to 7
49647,0.12,3.43,Houston,German,Greater than or equal to 7
49649,0.11,5.88,Miami,French,Greater than or equal to 7
49650,0.02,5.63,Los Angeles,Spanish,Greater than or equal to 7
49651,0.06,7.44,Chicago,Mandarin,Greater than or equal to 7
49652,0.08,6.54,Houston,English,Greater than or equal to 7
49653,0.13,7.33,Houston,Mandarin,Greater than or equal to 7
49654,0.02,4.69,New York,French,Greater than or equal to 7
49656,0.04,6.61,Houston,German,Greater than or equal to 7
49658,0.09,6.58,Houston,English,Greater than or equal to 7
49659,0.14,7.84,New York,Mandarin,Greater than or equal to 7
49661,0.12,6.77,Miami,Mandarin,Greater than or equal to 7
49663,0.13,7.38,Chicago,German,Greater than or equal to 7
49664,0.05,2.36,Houston,English,Greater than or equal to 7
49665,0.12,3.51,Chicago,English,Greater than or equal to 7
49669,0.04,3.29,Chicago,Mandarin,Greater than or equal to 7
49670,0.12,7.09,Miami,Mandarin,Greater than or equal to 7
49674,0.05,7.05,Miami,French,Greater than or equal to 7
49678,0.05,3.31,Miami,Spanish,Greater than or equal to 7
49680,0.06,7.22,New York,Spanish,Greater than or equal to 7
49681,0.12,6.47,Miami,French,Greater than or equal to 7
49682,0.06,4.95,Miami,English,Greater than or equal to 7
49683,0.14,5.7,Los Angeles,French,Greater than or equal to 7
49685,0.03,2.02,New York,Mandarin,Greater than or equal to 7
49687,0.06,5.86,Chicago,English,Greater than or equal to 7
49689,0.04,3.59,Los Angeles,Mandarin,Greater than or equal to 7
49692,0.02,2.8,Miami,Spanish,Greater than or equal to 7
49695,0.01,2.33,New York,German,Greater than or equal to 7
49696,0.12,7.33,Chicago,German,Greater than or equal to 7
49701,0.13,3.21,Chicago,English,Greater than or equal to 7
49707,0.08,3.24,Houston,Mandarin,Greater than or equal to 7
49710,0.02,6.82,Houston,German,Greater than or equal to 7
49711,0.06,5.82,Los Angeles,German,Greater than or equal to 7
49715,0.06,3.35,Miami,French,Greater than or equal to 7
49716,0.13,7.35,Houston,Spanish,Greater than or equal to 7
49717,0.06,6.24,New York,Spanish,Greater than or equal to 7
49719,0.12,5.07,Houston,English,Greater than or equal to 7
49720,0.14,4.58,New York,Spanish,Greater than or equal to 7
49723,0.13,6.64,Chicago,French,Greater than or equal to 7
49724,0.13,2.17,Chicago,Mandarin,Greater than or equal to 7
49727,0.08,5.07,New York,German,Greater than or equal to 7
49728,0.1,4.05,Chicago,English,Greater than or equal to 7
49729,0.09,4.86,Houston,French,Greater than or equal to 7
49734,0.05,2.22,Miami,German,Greater than or equal to 7
49737,0.13,2.28,Houston,Mandarin,Greater than or equal to 7
49739,0.08,5.35,Los Angeles,German,Greater than or equal to 7
49740,0.07,6.45,New York,Spanish,Greater than or equal to 7
49743,0.07,6.42,New York,German,Greater than or equal to 7
49748,0.12,4.2,New York,French,Greater than or equal to 7
49751,0.08,3.98,Houston,French,Greater than or equal to 7
49754,0.08,4.41,Los Angeles,German,Greater than or equal to 7
49756,0.09,3.58,New York,Mandarin,Greater than or equal to 7
49759,0.05,7.71,Los Angeles,French,Greater than or equal to 7
49760,0.03,5.2,Miami,French,Greater than or equal to 7
49762,0.06,7.03,Houston,Spanish,Greater than or equal to 7
49771,0.12,2.5,New York,German,Greater than or equal to 7
49772,0.09,5.66,Los Angeles,French,Greater than or equal to 7
49773,0.1,5.39,New York,German,Greater than or equal to 7
49775,0.15,7.45,Los Angeles,English,Greater than or equal to 7
49776,0.05,7.85,New York,English,Greater than or equal to 7
49777,0.06,5.79,Los Angeles,French,Greater than or equal to 7
49782,0.02,5.47,Miami,French,Greater than or equal to 7
49783,0.08,4.88,Los Angeles,German,Greater than or equal to 7
49785,0.12,4.06,Houston,French,Greater than or equal to 7
49786,0.1,2.83,Miami,Mandarin,Greater than or equal to 7
49787,0.08,5.51,Miami,German,Greater than or equal to 7
49788,0.03,4.84,Chicago,French,Greater than or equal to 7
49789,0.08,4.69,Los Angeles,German,Greater than or equal to 7
49790,0.09,4.57,Houston,Spanish,Greater than or equal to 7
49792,0.03,7.42,Chicago,French,Greater than or equal to 7
49797,0.01,6.9,Chicago,Mandarin,Greater than or equal to 7
49800,0.04,5.78,Houston,Mandarin,Greater than or equal to 7
49801,0.1,6.5,New York,French,Greater than or equal to 7
49805,0.04,3.7,Miami,French,Greater than or equal to 7
49807,0.08,7.99,Chicago,German,Greater than or equal to 7
49809,0.11,6.27,New York,German,Greater than or equal to 7
49811,0.08,2.91,Chicago,English,Greater than or equal to 7
49813,0.02,4.23,Chicago,German,Greater than or equal to 7
49814,0.13,5.13,Miami,French,Greater than or equal to 7
49815,0.11,3.33,Miami,Mandarin,Greater than or equal to 7
49818,0.06,5.94,Los Angeles,English,Greater than or equal to 7
49822,0.03,7.79,Chicago,Mandarin,Greater than or equal to 7
49824,0.06,2.76,Houston,German,Greater than or equal to 7
49828,0.02,2.14,New York,French,Greater than or equal to 7
49831,0.03,2.14,Chicago,English,Greater than or equal to 7
49833,0.14,6.17,Miami,French,Greater than or equal to 7
49842,0.14,5.19,New York,Mandarin,Greater than or equal to 7
49844,0.13,2.98,Miami,English,Greater than or equal to 7
49845,0.09,3.35,Miami,French,Greater than or equal to 7
49846,0.03,6.35,Los Angeles,German,Greater than or equal to 7
49851,0.09,6.75,Miami,Mandarin,Greater than or equal to 7
49852,0.02,6.29,Chicago,English,Greater than or equal to 7
49857,0.05,2.13,Chicago,German,Greater than or equal to 7
49859,0.02,5.18,Houston,Spanish,Greater than or equal to 7
49861,0.04,2.13,Chicago,French,Greater than or equal to 7
49864,0.08,5.96,New York,French,Greater than or equal to 7
49870,0.02,3.7,Miami,German,Greater than or equal to 7
49877,0.03,7.52,Houston,German,Greater than or equal to 7
49882,0.01,5.53,Miami,German,Greater than or equal to 7
49883,0.06,6.19,New York,Spanish,Greater than or equal to 7
49886,0.02,4.02,Chicago,English,Greater than or equal to 7
49890,0.03,4.78,Los Angeles,French,Greater than or equal to 7
49893,0.15,6.6,New York,German,Greater than or equal to 7
49897,0.07,5.69,New York,French,Greater than or equal to 7
49898,0.12,4.95,Miami,Spanish,Greater than or equal to 7
49899,0.12,5.62,Los Angeles,Spanish,Greater than or equal to 7
49901,0.01,2.75,Houston,French,Greater than or equal to 7
49904,0.05,7.49,Chicago,French,Greater than or equal to 7
49906,0.07,4.33,Los Angeles,German,Greater than or equal to 7
49920,0.1,4.21,New York,French,Greater than or equal to 7
49924,0.02,4.29,Houston,Mandarin,Greater than or equal to 7
49925,0.04,4.65,Miami,French,Greater than or equal to 7
49927,0.06,7.61,New York,English,Greater than or equal to 7
49930,0.14,6.79,Miami,English,Greater than or equal to 7
49931,0.08,7.42,New York,English,Greater than or equal to 7
49933,0.05,4.8,Miami,Spanish,Greater than or equal to 7
49935,0.14,6.53,Chicago,English,Greater than or equal to 7
49937,0.04,6.12,Houston,French,Greater than or equal to 7
49939,0.09,2.13,Chicago,Mandarin,Greater than or equal to 7
49942,0.07,6.84,Chicago,Spanish,Greater than or equal to 7
49948,0.1,5.76,Chicago,Spanish,Greater than or equal to 7
49954,0.01,7.68,Chicago,Spanish,Greater than or equal to 7
49955,0.12,4.49,New York,English,Greater than or equal to 7
49957,0.09,2.45,Los Angeles,English,Greater than or equal to 7
49964,0.13,5.66,New York,French,Greater than or equal to 7
49966,0.13,4.21,Miami,German,Greater than or equal to 7
49973,0.03,7.3,Miami,Spanish,Greater than or equal to 7
49976,0.02,2.45,Miami,German,Greater than or equal to 7
49977,0.1,3.4,Los Angeles,German,Greater than or equal to 7
49978,0.06,2.78,New York,Spanish,Greater than or equal to 7
49979,0.08,5.45,Houston,French,Greater than or equal to 7
49984,0.05,6.89,Miami,English,Greater than or equal to 7
49985,0.15,4.29,New York,English,Greater than or equal to 7
49988,0.03,5.32,New York,English,Greater than or equal to 7
49993,0.03,4.11,Chicago,Spanish,Greater than or equal to 7
49996,0.07,2.53,Miami,English,Greater than or equal to 7
49998,0.1,7.23,New York,English,Greater than or equal to 7
49999,0.12,5.52,New York,French,Greater than or equal to 7
50000,0.06,2.68,Los Angeles,Spanish,Greater than or equal to 7
50005,0.11,3.97,Los Angeles,Spanish,Greater than or equal to 7
50006,0.02,5.29,Chicago,Spanish,Greater than or equal to 7
50007,0.14,7.07,Houston,French,Greater than or equal to 7
50012,0.14,6.03,Chicago,German,Greater than or equal to 7
50015,0.02,6.91,New York,Spanish,Greater than or equal to 7
50027,0.01,6.84,Chicago,German,Greater than or equal to 7
50028,0.07,7.3,New York,English,Greater than or equal to 7
50031,0.1,2.97,Los Angeles,Mandarin,Greater than or equal to 7
50032,0.05,4.03,New York,Spanish,Greater than or equal to 7
50034,0.12,7.71,Miami,German,Greater than or equal to 7
50036,0.03,7.7,New York,English,Greater than or equal to 7
50040,0.04,5.02,New York,Mandarin,Greater than or equal to 7
50041,0.06,4.78,Miami,German,Greater than or equal to 7
50043,0.04,7.58,New York,German,Greater than or equal to 7
50044,0.1,3.08,Chicago,German,Greater than or equal to 7
50046,0.05,2.11,New York,French,Greater than or equal to 7
50048,0.12,2.87,Miami,Mandarin,Greater than or equal to 7
50057,0.1,3.43,Chicago,German,Greater than or equal to 7
50059,0.15,7.19,Los Angeles,German,Greater than or equal to 7
50061,0.05,7.23,Houston,English,Greater than or equal to 7
50064,0.14,6.81,New York,German,Greater than or equal to 7
50067,0.09,5.03,Chicago,English,Greater than or equal to 7
50075,0.02,2.31,Los Angeles,English,Greater than or equal to 7
50077,0.1,4.05,Miami,French,Greater than or equal to 7
50078,0.15,2.37,Los Angeles,French,Greater than or equal to 7
50079,0.11,2.45,Houston,English,Greater than or equal to 7
50084,0.12,4.14,Los Angeles,French,Greater than or equal to 7
50085,0.07,5.95,Chicago,German,Greater than or equal to 7
50087,0.08,2.68,Los Angeles,German,Greater than or equal to 7
50088,0.03,6.29,Chicago,French,Greater than or equal to 7
50090,0.06,7.23,Houston,German,Greater than or equal to 7
50098,0.05,7.24,Miami,English,Greater than or equal to 7
50099,0.05,5.21,Houston,Mandarin,Greater than or equal to 7
50101,0.11,6.39,Chicago,English,Greater than or equal to 7
50104,0.07,6.95,New York,Spanish,Greater than or equal to 7
50105,0.12,3.61,Chicago,English,Greater than or equal to 7
50112,0.07,7.93,Miami,French,Greater than or equal to 7
50113,0.11,2.06,Miami,Spanish,Greater than or equal to 7
50115,0.04,3.26,Miami,Mandarin,Greater than or equal to 7
50119,0.05,4.87,Houston,Spanish,Greater than or equal to 7
50121,0.02,2.22,New York,German,Greater than or equal to 7
50122,0.09,7.2,Houston,German,Greater than or equal to 7
50124,0.07,4.47,Chicago,English,Greater than or equal to 7
50125,0.05,3.87,New York,German,Greater than or equal to 7
50127,0.11,7.26,Miami,French,Greater than or equal to 7
50129,0.14,4.91,Chicago,French,Greater than or equal to 7
50131,0.06,5.64,Los Angeles,English,Greater than or equal to 7
50134,0.08,2.44,New York,German,Greater than or equal to 7
50136,0.03,5.61,Houston,English,Greater than or equal to 7
50138,0.07,7.58,Miami,French,Greater than or equal to 7
50139,0.08,7.9,Miami,Spanish,Greater than or equal to 7
50142,0.11,3.67,Los Angeles,German,Greater than or equal to 7
50143,0.07,2.81,Los Angeles,French,Greater than or equal to 7
50151,0.04,7.29,Chicago,English,Greater than or equal to 7
50152,0.12,3.84,Los Angeles,French,Greater than or equal to 7
50154,0.07,6.39,New York,English,Greater than or equal to 7
50155,0.09,3.22,Chicago,German,Greater than or equal to 7
50156,0.14,7.81,New York,German,Greater than or equal to 7
50163,0.04,5.13,Los Angeles,French,Greater than or equal to 7
50164,0.05,7.38,Houston,English,Greater than or equal to 7
50167,0.02,6.77,New York,English,Greater than or equal to 7
50168,0.12,2.14,Houston,French,Greater than or equal to 7
50173,0.08,7.06,New York,German,Greater than or equal to 7
50175,0.09,5.96,Houston,French,Greater than or equal to 7
50180,0.14,5.65,Los Angeles,German,Greater than or equal to 7
50181,0.1,2.1,Houston,English,Greater than or equal to 7
50183,0.05,6.09,Los Angeles,Mandarin,Greater than or equal to 7
50186,0.12,2.45,Chicago,French,Greater than or equal to 7
50188,0.03,6.88,Houston,German,Greater than or equal to 7
50191,0.11,7.04,Houston,English,Greater than or equal to 7
50194,0.11,5.25,New York,Mandarin,Greater than or equal to 7
50196,0.05,6.32,Los Angeles,German,Greater than or equal to 7
50199,0.05,6.42,Chicago,Mandarin,Greater than or equal to 7
50200,0.02,4.74,Chicago,English,Greater than or equal to 7
50201,0.08,5.45,Los Angeles,Mandarin,Greater than or equal to 7
50204,0.02,3.42,Houston,German,Greater than or equal to 7
50206,0.04,4.85,Los Angeles,Mandarin,Greater than or equal to 7
50207,0.04,5.16,Chicago,Spanish,Greater than or equal to 7
50208,0.09,7.4,Miami,English,Greater than or equal to 7
50209,0.1,2.55,Los Angeles,German,Greater than or equal to 7
50212,0.1,7.09,Houston,English,Greater than or equal to 7
50214,0.15,6.65,Los Angeles,French,Greater than or equal to 7
50216,0.06,7.66,Houston,Spanish,Greater than or equal to 7
50217,0.15,5.49,New York,English,Greater than or equal to 7
50218,0.1,2.59,Chicago,French,Greater than or equal to 7
50220,0.12,7.02,New York,Spanish,Greater than or equal to 7
50222,0.09,7.97,New York,Spanish,Greater than or equal to 7
50224,0.08,2.48,New York,English,Greater than or equal to 7
50226,0.1,4.08,Chicago,Mandarin,Greater than or equal to 7
50232,0.13,3.14,Chicago,Spanish,Greater than or equal to 7
50242,0.05,3.22,Miami,French,Greater than or equal to 7
50244,0.13,2.12,New York,French,Greater than or equal to 7
50245,0.14,4.09,New York,English,Greater than or equal to 7
50246,0.09,3.53,Miami,German,Greater than or equal to 7
50248,0.11,6.11,New York,German,Greater than or equal to 7
50250,0.13,3.56,Los Angeles,German,Greater than or equal to 7
50253,0.14,6.46,Los Angeles,French,Greater than or equal to 7
50257,0.06,5.37,Miami,English,Greater than or equal to 7
50260,0.02,2.01,New York,Mandarin,Greater than or equal to 7
50262,0.1,4.18,Houston,French,Greater than or equal to 7
50263,0.1,5.76,Los Angeles,English,Greater than or equal to 7
50265,0.05,3.61,New York,German,Greater than or equal to 7
50267,0.08,4.85,Chicago,Spanish,Greater than or equal to 7
50268,0.07,6.98,Los Angeles,French,Greater than or equal to 7
50270,0.04,7.73,Houston,Spanish,Greater than or equal to 7
50271,0.08,2.02,Los Angeles,German,Greater than or equal to 7
50273,0.02,4.2,Los Angeles,French,Greater than or equal to 7
50274,0.05,7.72,Los Angeles,English,Greater than or equal to 7
50275,0.11,3.91,Houston,French,Greater than or equal to 7
50278,0.1,4.68,Los Angeles,German,Greater than or equal to 7
50286,0.03,5.24,Houston,Mandarin,Greater than or equal to 7
50291,0.09,3.13,Chicago,Mandarin,Greater than or equal to 7
50294,0.06,2.07,Los Angeles,Spanish,Greater than or equal to 7
50296,0.06,4.61,New York,English,Greater than or equal to 7
50301,0.15,4.03,Miami,Spanish,Greater than or equal to 7
50302,0.02,5.67,New York,German,Greater than or equal to 7
50303,0.03,7.74,Houston,Spanish,Greater than or equal to 7
50304,0.13,5.21,Miami,Spanish,Greater than or equal to 7
50305,0.15,5.25,New York,German,Greater than or equal to 7
50307,0.04,5.1,Los Angeles,Mandarin,Greater than or equal to 7
50311,0.04,3.8,Miami,English,Greater than or equal to 7
50317,0.09,7.19,Miami,English,Greater than or equal to 7
50319,0.05,3,New York,French,Greater than or equal to 7
50322,0.04,2.24,Miami,French,Greater than or equal to 7
50323,0.12,7.45,Chicago,French,Greater than or equal to 7
50324,0.14,5.57,Chicago,English,Greater than or equal to 7
50326,0.09,4.41,Chicago,English,Greater than or equal to 7
50327,0.1,5.68,Los Angeles,French,Greater than or equal to 7
50328,0.12,3.82,Los Angeles,English,Greater than or equal to 7
50330,0.02,2.65,Miami,Mandarin,Greater than or equal to 7
50332,0.06,6.58,Chicago,German,Greater than or equal to 7
50333,0.07,7.5,Chicago,German,Greater than or equal to 7
50334,0.05,3.6,Chicago,French,Greater than or equal to 7
50335,0.02,6,Houston,German,Greater than or equal to 7
50336,0.04,6.8,Houston,English,Greater than or equal to 7
50337,0.03,2.19,Chicago,Spanish,Greater than or equal to 7
50345,0.02,4.49,Chicago,German,Greater than or equal to 7
50346,0.01,5.67,Miami,Spanish,Greater than or equal to 7
50349,0.01,4.97,New York,Mandarin,Greater than or equal to 7
50350,0.02,4.66,Miami,Spanish,Greater than or equal to 7
50352,0.03,2.19,Houston,German,Greater than or equal to 7
50353,0.15,4.8,Chicago,French,Greater than or equal to 7
50355,0.15,7.64,Miami,Spanish,Greater than or equal to 7
50359,0.01,6.5,Miami,German,Greater than or equal to 7
50360,0.11,4.35,New York,French,Greater than or equal to 7
50361,0.07,3.78,Miami,French,Greater than or equal to 7
50370,0.05,3.93,New York,German,Greater than or equal to 7
50373,0.11,4.41,Los Angeles,Spanish,Greater than or equal to 7
50376,0.06,5.37,Chicago,Mandarin,Greater than or equal to 7
50380,0.11,7.84,Miami,English,Greater than or equal to 7
50382,0.03,4.6,Chicago,German,Greater than or equal to 7
50384,0.13,3.49,Los Angeles,English,Greater than or equal to 7
50390,0.08,6.23,Houston,German,Greater than or equal to 7
50391,0.14,6.96,Los Angeles,French,Greater than or equal to 7
50393,0.12,6.37,Houston,German,Greater than or equal to 7
50394,0.13,4.97,Miami,Mandarin,Greater than or equal to 7
50395,0.14,5.34,Miami,English,Greater than or equal to 7
50396,0.04,2.94,Chicago,German,Greater than or equal to 7
50397,0.01,5.32,Chicago,Spanish,Greater than or equal to 7
50398,0.06,5.87,New York,French,Greater than or equal to 7
50402,0.03,5.91,Chicago,German,Greater than or equal to 7
50405,0.08,4.81,Los Angeles,French,Greater than or equal to 7
50407,0.07,6.47,Los Angeles,Mandarin,Greater than or equal to 7
50409,0.01,6.3,Miami,English,Greater than or equal to 7
50410,0.09,2.66,New York,French,Greater than or equal to 7
50414,0.1,2.72,Los Angeles,English,Greater than or equal to 7
50415,0.08,6.44,Miami,French,Greater than or equal to 7
50416,0.03,6.42,Chicago,French,Greater than or equal to 7
50417,0.08,2.38,Houston,Mandarin,Greater than or equal to 7
50419,0.1,7.62,Chicago,German,Greater than or equal to 7
50422,0.08,2.62,Houston,Mandarin,Greater than or equal to 7
50423,0.15,3.49,Chicago,German,Greater than or equal to 7
50424,0.14,6.06,Houston,Mandarin,Greater than or equal to 7
50425,0.09,2.56,Miami,French,Greater than or equal to 7
50426,0.06,2.65,Los Angeles,French,Greater than or equal to 7
50427,0.02,4.39,Los Angeles,French,Greater than or equal to 7
50428,0.1,5.55,Houston,English,Greater than or equal to 7
50430,0.13,5.28,Chicago,English,Greater than or equal to 7
50432,0.08,6.79,Miami,Spanish,Greater than or equal to 7
50433,0.1,5.45,Los Angeles,Mandarin,Greater than or equal to 7
50437,0.04,4.63,New York,German,Greater than or equal to 7
50438,0.02,2.42,Los Angeles,German,Greater than or equal to 7
50441,0.07,6.66,Houston,English,Greater than or equal to 7
50443,0.1,2.65,Chicago,Spanish,Greater than or equal to 7
50445,0.13,7.09,New York,German,Greater than or equal to 7
50449,0.1,7.16,Houston,Mandarin,Greater than or equal to 7
50450,0.05,4.82,Chicago,Mandarin,Greater than or equal to 7
50451,0.14,7.15,Chicago,English,Greater than or equal to 7
50457,0.09,4.33,Miami,Spanish,Greater than or equal to 7
50460,0.07,5.64,Houston,German,Greater than or equal to 7
50461,0.02,6.16,Miami,Mandarin,Greater than or equal to 7
50462,0.14,3.2,Houston,French,Greater than or equal to 7
50466,0.08,7.74,Houston,Mandarin,Greater than or equal to 7
50470,0.08,7.65,New York,French,Greater than or equal to 7
50471,0.04,2.27,Los Angeles,Spanish,Greater than or equal to 7
50472,0.01,4.56,Miami,English,Greater than or equal to 7
50473,0.15,2.99,New York,Spanish,Greater than or equal to 7
50475,0.03,4.14,Houston,German,Greater than or equal to 7
50477,0.1,3.64,Chicago,Mandarin,Greater than or equal to 7
50479,0.14,7.75,Miami,Mandarin,Greater than or equal to 7
50481,0.13,4.25,Houston,English,Greater than or equal to 7
50483,0.07,3.14,Houston,Spanish,Greater than or equal to 7
50486,0.02,4.26,Los Angeles,Mandarin,Greater than or equal to 7
50489,0.1,5.23,New York,English,Greater than or equal to 7
50490,0.09,3.22,Miami,English,Greater than or equal to 7
50491,0.11,7.44,Los Angeles,German,Greater than or equal to 7
50492,0.13,3.21,Los Angeles,French,Greater than or equal to 7
50493,0.07,5.06,New York,French,Greater than or equal to 7
50497,0.1,5.69,Miami,German,Greater than or equal to 7
50498,0.11,6.51,Miami,Spanish,Greater than or equal to 7
50499,0.06,4.51,Los Angeles,Spanish,Greater than or equal to 7
50500,0.03,6.71,Chicago,Mandarin,Greater than or equal to 7
50501,0.05,2.09,New York,German,Greater than or equal to 7
50505,0.15,7.78,Chicago,German,Greater than or equal to 7
50515,0.12,6.84,Houston,French,Greater than or equal to 7
50516,0.09,2.48,New York,German,Greater than or equal to 7
50523,0.01,6.46,New York,German,Greater than or equal to 7
50526,0.07,6.09,Miami,English,Greater than or equal to 7
50531,0.07,6.49,Chicago,English,Greater than or equal to 7
50532,0.09,7.81,Miami,French,Greater than or equal to 7
50533,0.02,5.4,Los Angeles,Mandarin,Greater than or equal to 7
50534,0.15,7.06,Los Angeles,English,Greater than or equal to 7
50537,0.05,5.93,Chicago,Spanish,Greater than or equal to 7
50543,0.1,5.69,Los Angeles,French,Greater than or equal to 7
50547,0.13,7.12,Los Angeles,French,Greater than or equal to 7
50549,0.06,5.74,Miami,English,Greater than or equal to 7
50550,0.12,3.16,Chicago,French,Greater than or equal to 7
50554,0.12,2.55,Chicago,Spanish,Greater than or equal to 7
50556,0.05,4.89,Houston,German,Greater than or equal to 7
50557,0.05,5.39,Chicago,English,Greater than or equal to 7
50559,0.15,2.14,Los Angeles,English,Greater than or equal to 7
50560,0.01,3.07,Houston,Spanish,Greater than or equal to 7
50564,0.06,2.09,New York,German,Greater than or equal to 7
50565,0.09,4.48,Los Angeles,Mandarin,Greater than or equal to 7
50568,0.05,3.04,Chicago,Mandarin,Greater than or equal to 7
50569,0.1,5.63,Houston,Spanish,Greater than or equal to 7
50579,0.02,5.71,New York,English,Greater than or equal to 7
50582,0.12,4.99,Chicago,English,Greater than or equal to 7
50583,0.14,5.38,Miami,German,Greater than or equal to 7
50584,0.09,4.91,Miami,German,Greater than or equal to 7
50586,0.13,4.15,Chicago,Spanish,Greater than or equal to 7
50588,0.13,2.61,Miami,French,Greater than or equal to 7
50589,0.02,7.04,New York,French,Greater than or equal to 7
50591,0.13,6.87,Houston,German,Greater than or equal to 7
50593,0.04,6.41,New York,English,Greater than or equal to 7
50595,0.09,6.56,New York,French,Greater than or equal to 7
50596,0.09,5.22,Miami,German,Greater than or equal to 7
50597,0.04,2.05,Miami,German,Greater than or equal to 7
50599,0.13,3.64,Chicago,English,Greater than or equal to 7
50601,0.1,4.32,Los Angeles,Spanish,Greater than or equal to 7
50605,0.02,5.16,Chicago,Spanish,Greater than or equal to 7
50606,0.05,2.79,Houston,French,Greater than or equal to 7
50610,0.1,2.15,Los Angeles,German,Greater than or equal to 7
50613,0.04,2.07,Los Angeles,French,Greater than or equal to 7
50616,0.09,6.96,Chicago,French,Greater than or equal to 7
50617,0.02,7.7,Los Angeles,German,Greater than or equal to 7
50621,0.13,2.44,Chicago,Mandarin,Greater than or equal to 7
50623,0.08,5.3,Miami,German,Greater than or equal to 7
50624,0.11,7.53,New York,Spanish,Greater than or equal to 7
50627,0.05,2.85,Los Angeles,German,Greater than or equal to 7
50628,0.03,7.63,New York,English,Greater than or equal to 7
50629,0.08,7.64,Houston,Mandarin,Greater than or equal to 7
50631,0.05,8,Los Angeles,English,Greater than or equal to 7
50633,0.03,7.84,Los Angeles,French,Greater than or equal to 7
50634,0.13,6.71,Los Angeles,English,Greater than or equal to 7
50636,0.07,5.89,Los Angeles,Spanish,Greater than or equal to 7
50637,0.04,5.95,Chicago,English,Greater than or equal to 7
50638,0.14,5.28,Houston,English,Greater than or equal to 7
50639,0.04,2.04,Chicago,Spanish,Greater than or equal to 7
50640,0.13,6.89,Chicago,German,Greater than or equal to 7
50642,0.03,6.8,Miami,German,Greater than or equal to 7
50643,0.05,2.09,Los Angeles,English,Greater than or equal to 7
50644,0.15,5.91,Chicago,English,Greater than or equal to 7
50646,0.12,2.3,Miami,Mandarin,Greater than or equal to 7
50649,0.09,5.54,New York,Mandarin,Greater than or equal to 7
50650,0.05,6.97,Los Angeles,French,Greater than or equal to 7
50656,0.11,2.88,New York,Spanish,Greater than or equal to 7
50659,0.04,7.73,Houston,English,Greater than or equal to 7
50660,0.04,3.64,Los Angeles,German,Greater than or equal to 7
50661,0.08,3,Houston,English,Greater than or equal to 7
50663,0.14,5.34,New York,English,Greater than or equal to 7
50667,0.11,2.93,New York,German,Greater than or equal to 7
50672,0.03,4.9,New York,Mandarin,Greater than or equal to 7
50673,0.05,3.71,New York,German,Greater than or equal to 7
50676,0.11,6.25,Miami,Mandarin,Greater than or equal to 7
50679,0.04,7.49,Houston,English,Greater than or equal to 7
50680,0.03,6.04,Houston,English,Greater than or equal to 7
50681,0.12,6.06,Los Angeles,French,Greater than or equal to 7
50682,0.04,2.56,Chicago,German,Greater than or equal to 7
50685,0.07,4.82,Miami,German,Greater than or equal to 7
50687,0.03,3.57,New York,Spanish,Greater than or equal to 7
50689,0.03,3.92,Houston,Mandarin,Greater than or equal to 7
50690,0.03,5.85,Houston,French,Greater than or equal to 7
50691,0.1,3.27,Miami,English,Greater than or equal to 7
50695,0.07,3.06,Los Angeles,English,Greater than or equal to 7
50696,0.14,6.37,Houston,Mandarin,Greater than or equal to 7
50697,0.08,4.25,Los Angeles,Mandarin,Greater than or equal to 7
50698,0.08,6.54,New York,Spanish,Greater than or equal to 7
50699,0.15,7.45,Houston,English,Greater than or equal to 7
50700,0.12,5.83,Miami,German,Greater than or equal to 7
50702,0.1,5.26,Chicago,English,Greater than or equal to 7
50704,0.02,3.36,Houston,German,Greater than or equal to 7
50707,0.09,7.99,New York,Mandarin,Greater than or equal to 7
50709,0.01,2.31,Los Angeles,Mandarin,Greater than or equal to 7
50711,0.06,6.69,New York,Mandarin,Greater than or equal to 7
50719,0.09,3.55,New York,Spanish,Greater than or equal to 7
