Campaign_ID,Campaign_Type,Channel_Used,Conversion_Rate,Customer_Segment,Date,Engagement_Score_Segment,Click_Thru_Rate
59262,Email,YouTube,0.09,Fashionistas,Wednesday,Greater than or equal to 7,0.04637917
59263,Display,Website,0.14,Foodies,Thursday,Greater than or equal to 7,0.130102041
59264,Influencer,Email,0.07,Foodies,Friday,Greater than or equal to 7,0.028039585
59268,Influencer,Google Ads,0.12,Fashionistas,Tuesday,Greater than or equal to 7,0.732473811
59271,Search,Website,0.06,Health & Wellness,Friday,Greater than or equal to 7,0.315490673
59272,Search,Instagram,0.03,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.057055005
59275,Display,Email,0.03,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.046186218
59277,Social Media,Facebook,0.05,Foodies,Thursday,Greater than or equal to 7,0.077254805
59278,Influencer,YouTube,0.13,Tech Enthusiasts,Friday,Greater than or equal to 7,0.090576395
59284,Email,YouTube,0.01,Health & Wellness,Thursday,Greater than or equal to 7,0.063365222
59286,Social Media,Instagram,0.02,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.127454481
59288,Email,Website,0.07,Fashionistas,Monday,Greater than or equal to 7,0.024324688
59289,Influencer,YouTube,0.08,Fashionistas,Tuesday,Greater than or equal to 7,0.084948402
59290,Display,YouTube,0.13,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.488456865
59295,Display,Facebook,0.11,Outdoor Adventurers,Monday,Greater than or equal to 7,0.014696403
59299,Display,Instagram,0.11,Outdoor Adventurers,Friday,Greater than or equal to 7,0.034947885
59313,Display,YouTube,0.11,Outdoor Adventurers,Friday,Greater than or equal to 7,0.152255639
59314,Display,Instagram,0.11,Fashionistas,Saturday,Greater than or equal to 7,0.060715975
59316,Search,Website,0.1,Outdoor Adventurers,Monday,Greater than or equal to 7,0.148645023
59319,Social Media,Google Ads,0.05,Fashionistas,Thursday,Greater than or equal to 7,0.02739726
59321,Influencer,Email,0.09,Health & Wellness,Saturday,Greater than or equal to 7,0.238139535
59325,Social Media,Facebook,0.05,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.079932235
59326,Email,Email,0.06,Foodies,Thursday,Greater than or equal to 7,0.017048412
59327,Influencer,Email,0.05,Fashionistas,Friday,Greater than or equal to 7,0.284632854
59329,Display,YouTube,0.13,Foodies,Sunday,Greater than or equal to 7,0.033782882
59331,Search,Google Ads,0.09,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.390329013
59332,Social Media,Instagram,0.15,Health & Wellness,Wednesday,Greater than or equal to 7,0.201269036
59333,Influencer,Website,0.08,Foodies,Thursday,Greater than or equal to 7,0.110614071
59334,Display,Email,0.04,Foodies,Friday,Greater than or equal to 7,0.044103805
59338,Email,Google Ads,0.13,Fashionistas,Tuesday,Greater than or equal to 7,0.101919259
59342,Search,YouTube,0.09,Foodies,Saturday,Greater than or equal to 7,0.022231205
59350,Influencer,Website,0.12,Foodies,Sunday,Greater than or equal to 7,0.092782416
59351,Email,Website,0.04,Foodies,Monday,Greater than or equal to 7,0.80292599
59364,Social Media,Email,0.11,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.026476039
59372,Email,Website,0.05,Fashionistas,Monday,Greater than or equal to 7,0.047191588
59373,Display,YouTube,0.07,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.150537634
59376,Social Media,Instagram,0.07,Outdoor Adventurers,Friday,Greater than or equal to 7,0.132413793
59377,Social Media,Email,0.02,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.148480554
59378,Search,Website,0.03,Foodies,Sunday,Greater than or equal to 7,0.063605337
59380,Display,Google Ads,0.12,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.04846897
59385,Influencer,YouTube,0.09,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.545397621
59390,Email,Facebook,0.1,Health & Wellness,Friday,Greater than or equal to 7,0.21741411
59392,Email,Website,0.06,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.169979833
59395,Email,Website,0.01,Health & Wellness,Wednesday,Greater than or equal to 7,0.037096774
59398,Influencer,Instagram,0.14,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.185802469
59399,Search,Email,0.15,Foodies,Sunday,Greater than or equal to 7,0.047947833
59404,Display,Website,0.09,Tech Enthusiasts,Friday,Greater than or equal to 7,0.442824252
59408,Email,Google Ads,0.06,Health & Wellness,Tuesday,Greater than or equal to 7,0.124409183
59409,Influencer,Google Ads,0.05,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.129513722
59410,Email,Website,0.06,Fashionistas,Thursday,Greater than or equal to 7,0.111788953
59414,Email,Instagram,0.14,Tech Enthusiasts,Monday,Greater than or equal to 7,0.184293975
59416,Email,YouTube,0.02,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.026647236
59417,Social Media,Google Ads,0.02,Foodies,Thursday,Greater than or equal to 7,0.078646093
59419,Influencer,YouTube,0.05,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.073341837
59422,Search,Email,0.13,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.019080763
59427,Email,YouTube,0.02,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.160013307
59432,Social Media,Website,0.07,Outdoor Adventurers,Friday,Greater than or equal to 7,0.0393751
59435,Search,Google Ads,0.08,Fashionistas,Monday,Greater than or equal to 7,0.091971941
59444,Influencer,Email,0.13,Foodies,Wednesday,Greater than or equal to 7,0.112956811
59445,Search,Facebook,0.06,Fashionistas,Thursday,Greater than or equal to 7,0.080044264
59448,Display,Website,0.14,Health & Wellness,Sunday,Greater than or equal to 7,0.150860491
59450,Email,Instagram,0.1,Fashionistas,Tuesday,Greater than or equal to 7,0.09358047
59451,Email,Email,0.04,Fashionistas,Wednesday,Greater than or equal to 7,0.585335798
59455,Email,Instagram,0.04,Health & Wellness,Sunday,Greater than or equal to 7,0.082889977
59458,Social Media,YouTube,0.07,Fashionistas,Wednesday,Greater than or equal to 7,0.224120083
59459,Email,Email,0.15,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.104331026
59460,Social Media,Google Ads,0.1,Tech Enthusiasts,Friday,Greater than or equal to 7,0.050693306
59463,Social Media,YouTube,0.03,Tech Enthusiasts,Monday,Greater than or equal to 7,0.296904611
59464,Influencer,Website,0.1,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.13725794
59471,Display,Instagram,0.05,Foodies,Tuesday,Greater than or equal to 7,0.087107342
59477,Search,Website,0.03,Fashionistas,Monday,Greater than or equal to 7,0.052290177
59479,Display,Facebook,0.06,Foodies,Wednesday,Greater than or equal to 7,0.073645154
59480,Display,YouTube,0.09,Health & Wellness,Thursday,Greater than or equal to 7,0.116490166
59482,Social Media,Facebook,0.03,Health & Wellness,Saturday,Greater than or equal to 7,0.0712797
59484,Social Media,Google Ads,0.09,Fashionistas,Monday,Greater than or equal to 7,0.110560295
59486,Display,Website,0.04,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.083991385
59487,Influencer,Email,0.11,Foodies,Thursday,Greater than or equal to 7,0.385101897
59489,Display,YouTube,0.08,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.070453633
59495,Email,Email,0.1,Fashionistas,Friday,Greater than or equal to 7,0.189624724
59498,Display,YouTube,0.02,Foodies,Sunday,Greater than or equal to 7,0.446104589
59499,Social Media,Facebook,0.13,Fashionistas,Monday,Greater than or equal to 7,0.073313171
59500,Social Media,YouTube,0.05,Fashionistas,Tuesday,Greater than or equal to 7,0.585411471
59502,Display,Google Ads,0.06,Fashionistas,Thursday,Greater than or equal to 7,0.396998636
59503,Influencer,Website,0.09,Fashionistas,Friday,Greater than or equal to 7,0.116593886
59506,Influencer,Email,0.13,Tech Enthusiasts,Monday,Greater than or equal to 7,0.153012642
59507,Email,Email,0.07,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.110966057
59509,Search,YouTube,0.12,Foodies,Thursday,Greater than or equal to 7,0.105963939
59510,Influencer,Email,0.08,Tech Enthusiasts,Friday,Greater than or equal to 7,0.096804076
59517,Influencer,Email,0.02,Tech Enthusiasts,Friday,Greater than or equal to 7,0.057529124
59519,Email,Email,0.02,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.029355861
59522,Search,YouTube,0.04,Foodies,Wednesday,Greater than or equal to 7,0.033252644
59523,Influencer,Website,0.04,Foodies,Thursday,Greater than or equal to 7,0.031427832
59524,Social Media,Facebook,0.05,Tech Enthusiasts,Friday,Greater than or equal to 7,0.119213608
59525,Display,Google Ads,0.07,Fashionistas,Saturday,Greater than or equal to 7,0.083850932
59526,Search,Website,0.09,Health & Wellness,Sunday,Greater than or equal to 7,0.507509063
59528,Social Media,Instagram,0.05,Foodies,Tuesday,Greater than or equal to 7,0.021343254
59529,Social Media,Email,0.06,Fashionistas,Wednesday,Greater than or equal to 7,0.047499582
59532,Influencer,YouTube,0.13,Foodies,Saturday,Greater than or equal to 7,0.13368984
59533,Influencer,Website,0.07,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.234144779
59538,Search,Instagram,0.1,Foodies,Friday,Greater than or equal to 7,0.194103194
59541,Email,Instagram,0.09,Health & Wellness,Monday,Greater than or equal to 7,0.16801026
59545,Social Media,Email,0.02,Fashionistas,Friday,Greater than or equal to 7,0.127191633
59546,Social Media,Website,0.13,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.177197416
59551,Search,Instagram,0.06,Health & Wellness,Thursday,Greater than or equal to 7,0.066785001
59552,Display,Google Ads,0.08,Tech Enthusiasts,Friday,Greater than or equal to 7,0.147820492
59555,Display,Website,0.13,Foodies,Monday,Greater than or equal to 7,0.056396149
59556,Display,Instagram,0.03,Health & Wellness,Tuesday,Greater than or equal to 7,0.082115219
59558,Influencer,YouTube,0.09,Health & Wellness,Thursday,Greater than or equal to 7,0.076003891
59564,Search,Instagram,0.09,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.078243243
59567,Display,Instagram,0.1,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.046923879
59568,Influencer,Website,0.13,Foodies,Sunday,Greater than or equal to 7,0.024922601
59569,Social Media,Facebook,0.04,Fashionistas,Monday,Greater than or equal to 7,0.672897196
59570,Influencer,YouTube,0.04,Health & Wellness,Tuesday,Greater than or equal to 7,0.103396901
59571,Display,Google Ads,0.03,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.043753366
59573,Search,YouTube,0.11,Outdoor Adventurers,Friday,Greater than or equal to 7,0.124113475
59578,Email,Google Ads,0.13,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.424289008
59580,Email,Google Ads,0.05,Fashionistas,Friday,Greater than or equal to 7,0.068416643
59586,Influencer,Website,0.03,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.077845908
59589,Influencer,Facebook,0.11,Health & Wellness,Sunday,Greater than or equal to 7,0.138011152
59590,Social Media,YouTube,0.02,Outdoor Adventurers,Monday,Greater than or equal to 7,0.15607087
59591,Display,Website,0.04,Foodies,Tuesday,Greater than or equal to 7,0.018051634
59593,Email,Website,0.12,Health & Wellness,Thursday,Greater than or equal to 7,0.209760533
59597,Display,Instagram,0.15,Fashionistas,Monday,Greater than or equal to 7,0.121991119
59598,Influencer,Website,0.04,Fashionistas,Tuesday,Greater than or equal to 7,0.114456036
59600,Display,Instagram,0.09,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.563396443
59601,Email,Email,0.12,Foodies,Friday,Greater than or equal to 7,0.237775061
59603,Search,Facebook,0.08,Foodies,Sunday,Greater than or equal to 7,0.072666233
59606,Search,YouTube,0.01,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.471574344
59607,Influencer,Facebook,0.12,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.092716763
59610,Display,Facebook,0.11,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.214866697
59612,Display,Email,0.04,Health & Wellness,Tuesday,Greater than or equal to 7,0.137119548
59614,Influencer,Google Ads,0.04,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.084131882
59616,Social Media,YouTube,0.12,Foodies,Saturday,Greater than or equal to 7,0.030974894
59617,Social Media,Website,0.06,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.029608405
59618,Influencer,YouTube,0.12,Fashionistas,Monday,Greater than or equal to 7,0.265389082
59619,Email,Instagram,0.07,Health & Wellness,Tuesday,Greater than or equal to 7,0.102595925
59626,Email,Email,0.03,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.037931034
59627,Influencer,Website,0.13,Fashionistas,Wednesday,Greater than or equal to 7,0.090336912
59630,Social Media,Email,0.08,Foodies,Saturday,Greater than or equal to 7,0.014592623
59632,Display,YouTube,0.13,Outdoor Adventurers,Monday,Greater than or equal to 7,0.05242674
59633,Display,Google Ads,0.07,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.095637099
59634,Email,Google Ads,0.11,Health & Wellness,Wednesday,Greater than or equal to 7,0.181840019
59635,Email,YouTube,0.06,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.034689619
59636,Influencer,Email,0.03,Foodies,Friday,Greater than or equal to 7,0.02469525
59643,Social Media,YouTube,0.12,Outdoor Adventurers,Friday,Greater than or equal to 7,0.027972761
59645,Influencer,Website,0.09,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.340448239
59647,Display,Facebook,0.13,Fashionistas,Tuesday,Greater than or equal to 7,0.142628903
59648,Email,Google Ads,0.07,Fashionistas,Wednesday,Greater than or equal to 7,0.353541076
59651,Email,Email,0.06,Health & Wellness,Saturday,Greater than or equal to 7,0.06855792
59654,Influencer,Website,0.04,Health & Wellness,Tuesday,Greater than or equal to 7,0.121900826
59656,Search,Google Ads,0.13,Foodies,Thursday,Greater than or equal to 7,0.101188119
59661,Social Media,Website,0.05,Fashionistas,Tuesday,Greater than or equal to 7,0.128451949
59665,Influencer,YouTube,0.03,Health & Wellness,Saturday,Greater than or equal to 7,0.209578544
59666,Social Media,Facebook,0.04,Health & Wellness,Sunday,Greater than or equal to 7,0.044110399
59669,Influencer,Facebook,0.1,Fashionistas,Wednesday,Greater than or equal to 7,0.533962264
59674,Search,Google Ads,0.12,Tech Enthusiasts,Monday,Greater than or equal to 7,0.079532527
59676,Display,Email,0.08,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.063263041
59677,Display,Email,0.05,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.02931152
59679,Email,Email,0.08,Fashionistas,Saturday,Greater than or equal to 7,0.706481481
59683,Email,Instagram,0.11,Health & Wellness,Wednesday,Greater than or equal to 7,0.137132123
59684,Social Media,Google Ads,0.03,Foodies,Thursday,Greater than or equal to 7,0.141472588
59685,Social Media,Facebook,0.05,Foodies,Friday,Greater than or equal to 7,0.088259109
59691,Social Media,Instagram,0.11,Fashionistas,Thursday,Greater than or equal to 7,0.332912989
59692,Email,Instagram,0.05,Fashionistas,Friday,Greater than or equal to 7,0.08476258
59694,Search,YouTube,0.12,Foodies,Sunday,Greater than or equal to 7,0.547911548
59698,Display,Instagram,0.1,Foodies,Thursday,Greater than or equal to 7,0.029054411
59701,Display,YouTube,0.01,Health & Wellness,Sunday,Greater than or equal to 7,0.32552216
59706,Search,Facebook,0.01,Foodies,Friday,Greater than or equal to 7,0.099006164
59710,Influencer,Website,0.09,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.116054159
59712,Display,Website,0.1,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.058250252
59713,Search,Instagram,0.06,Outdoor Adventurers,Friday,Greater than or equal to 7,0.099323077
59715,Display,Instagram,0.05,Foodies,Sunday,Greater than or equal to 7,0.05883473
59719,Influencer,Instagram,0.1,Health & Wellness,Thursday,Greater than or equal to 7,0.056217504
59720,Influencer,Facebook,0.09,Tech Enthusiasts,Friday,Greater than or equal to 7,0.047363281
59721,Email,Email,0.15,Foodies,Saturday,Greater than or equal to 7,0.111359196
59722,Display,Email,0.02,Fashionistas,Sunday,Greater than or equal to 7,0.074682599
59723,Social Media,YouTube,0.09,Fashionistas,Monday,Greater than or equal to 7,0.122984462
59724,Display,Facebook,0.03,Foodies,Tuesday,Greater than or equal to 7,0.016934046
59726,Display,Instagram,0.07,Health & Wellness,Thursday,Greater than or equal to 7,0.416505792
59727,Email,Facebook,0.12,Outdoor Adventurers,Friday,Greater than or equal to 7,0.185128694
59729,Influencer,Facebook,0.07,Fashionistas,Sunday,Greater than or equal to 7,0.120694087
59731,Search,Facebook,0.12,Fashionistas,Tuesday,Greater than or equal to 7,0.098295248
59737,Social Media,Email,0.02,Outdoor Adventurers,Monday,Greater than or equal to 7,0.131001116
59738,Search,Website,0.09,Foodies,Tuesday,Greater than or equal to 7,0.059775546
59741,Email,Instagram,0.1,Tech Enthusiasts,Friday,Greater than or equal to 7,0.071692145
59743,Influencer,Email,0.11,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.409792443
59746,Search,Instagram,0.02,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.221675978
59749,Email,Facebook,0.11,Health & Wellness,Saturday,Greater than or equal to 7,0.06490679
59750,Search,Google Ads,0.04,Health & Wellness,Sunday,Greater than or equal to 7,0.018566494
59752,Email,Facebook,0.04,Health & Wellness,Tuesday,Greater than or equal to 7,0.028354925
59755,Influencer,Email,0.11,Tech Enthusiasts,Friday,Greater than or equal to 7,0.059220304
59756,Influencer,YouTube,0.1,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.036643836
59757,Email,Website,0.06,Foodies,Sunday,Greater than or equal to 7,0.059545183
59762,Search,Instagram,0.11,Health & Wellness,Friday,Greater than or equal to 7,0.059407832
59766,Email,Facebook,0.05,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.214703816
59769,Display,Google Ads,0.12,Foodies,Friday,Greater than or equal to 7,0.327419977
59773,Social Media,Instagram,0.12,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.408949658
59775,Display,YouTube,0.1,Fashionistas,Thursday,Greater than or equal to 7,0.195266272
59777,Influencer,Instagram,0.07,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.124216184
59778,Influencer,Website,0.06,Health & Wellness,Sunday,Greater than or equal to 7,0.411037528
59779,Email,Instagram,0.1,Health & Wellness,Monday,Greater than or equal to 7,0.059436913
59780,Search,YouTube,0.13,Fashionistas,Tuesday,Greater than or equal to 7,0.140031032
59781,Email,Google Ads,0.1,Fashionistas,Wednesday,Greater than or equal to 7,0.187474077
59785,Social Media,Email,0.02,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.056830341
59786,Email,Website,0.09,Tech Enthusiasts,Monday,Greater than or equal to 7,0.134831461
59792,Search,Instagram,0.1,Health & Wellness,Sunday,Greater than or equal to 7,0.32889585
59793,Influencer,Website,0.08,Tech Enthusiasts,Monday,Greater than or equal to 7,0.400381316
59796,Search,Google Ads,0.09,Health & Wellness,Thursday,Greater than or equal to 7,0.468006346
59797,Social Media,YouTube,0.04,Health & Wellness,Friday,Greater than or equal to 7,0.133153468
59800,Display,Google Ads,0.04,Outdoor Adventurers,Monday,Greater than or equal to 7,0.088989442
59801,Email,Facebook,0.05,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.171971253
59802,Social Media,Facebook,0.02,Fashionistas,Wednesday,Greater than or equal to 7,0.096281704
59805,Social Media,Instagram,0.08,Foodies,Saturday,Greater than or equal to 7,0.131272332
59806,Display,Website,0.14,Fashionistas,Sunday,Greater than or equal to 7,0.018839104
59815,Influencer,Instagram,0.07,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.153019447
59816,Email,Website,0.07,Health & Wellness,Wednesday,Greater than or equal to 7,0.072311578
59818,Influencer,Email,0.01,Tech Enthusiasts,Friday,Greater than or equal to 7,0.055083546
59821,Influencer,YouTube,0.1,Outdoor Adventurers,Monday,Greater than or equal to 7,0.095079485
59823,Email,Website,0.07,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.131097561
59825,Influencer,Email,0.13,Tech Enthusiasts,Friday,Greater than or equal to 7,0.020518777
59827,Social Media,YouTube,0.14,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.148283905
59828,Email,Email,0.08,Outdoor Adventurers,Monday,Greater than or equal to 7,0.163444109
59830,Search,Email,0.13,Foodies,Wednesday,Greater than or equal to 7,0.154696133
59831,Search,Website,0.09,Fashionistas,Thursday,Greater than or equal to 7,0.154440154
59832,Influencer,Facebook,0.1,Outdoor Adventurers,Friday,Greater than or equal to 7,0.129779025
59833,Search,Google Ads,0.12,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.071195145
59836,Email,Facebook,0.13,Health & Wellness,Tuesday,Greater than or equal to 7,0.096822995
59841,Display,Instagram,0.09,Health & Wellness,Sunday,Greater than or equal to 7,0.053611043
59844,Email,YouTube,0.02,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.296
59845,Email,Email,0.1,Health & Wellness,Thursday,Greater than or equal to 7,0.149419485
59846,Social Media,Instagram,0.05,Outdoor Adventurers,Friday,Greater than or equal to 7,0.100870341
59847,Social Media,Google Ads,0.06,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.04132097
59849,Email,Website,0.09,Fashionistas,Monday,Greater than or equal to 7,0.087751856
59853,Influencer,Facebook,0.14,Fashionistas,Friday,Greater than or equal to 7,0.110175439
59856,Search,Instagram,0.13,Tech Enthusiasts,Monday,Greater than or equal to 7,0.139849624
59865,Search,Website,0.05,Health & Wellness,Tuesday,Greater than or equal to 7,0.507982583
59869,Influencer,Google Ads,0.05,Fashionistas,Saturday,Greater than or equal to 7,0.103858351
59872,Search,Website,0.13,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.081820539
59873,Display,Google Ads,0.03,Health & Wellness,Wednesday,Greater than or equal to 7,0.089402529
59874,Email,YouTube,0.07,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.014301583
59876,Display,Instagram,0.04,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.489819005
59879,Email,YouTube,0.1,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.085932902
59880,Email,Website,0.05,Fashionistas,Wednesday,Greater than or equal to 7,0.043087605
59883,Email,Email,0.06,Fashionistas,Saturday,Greater than or equal to 7,0.096130445
59885,Social Media,YouTube,0.15,Foodies,Monday,Greater than or equal to 7,0.016428828
59893,Display,Google Ads,0.03,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.065068877
59894,Social Media,Instagram,0.05,Health & Wellness,Wednesday,Greater than or equal to 7,0.146612009
59899,Social Media,Google Ads,0.01,Health & Wellness,Monday,Greater than or equal to 7,0.015596516
59901,Influencer,Google Ads,0.02,Health & Wellness,Wednesday,Greater than or equal to 7,0.154090268
59903,Display,YouTube,0.08,Tech Enthusiasts,Friday,Greater than or equal to 7,0.179229872
59905,Email,Website,0.05,Health & Wellness,Sunday,Greater than or equal to 7,0.137880275
59911,Display,Facebook,0.1,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.166016073
59917,Influencer,Google Ads,0.03,Outdoor Adventurers,Friday,Greater than or equal to 7,0.123517501
59918,Email,Email,0.08,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.097326758
59922,Search,Google Ads,0.04,Health & Wellness,Wednesday,Greater than or equal to 7,0.123607715
59923,Display,Google Ads,0.07,Fashionistas,Thursday,Greater than or equal to 7,0.134840098
59926,Display,Google Ads,0.06,Foodies,Sunday,Greater than or equal to 7,0.026495249
59928,Search,Email,0.11,Foodies,Tuesday,Greater than or equal to 7,0.127005804
59932,Social Media,Email,0.06,Health & Wellness,Saturday,Greater than or equal to 7,0.075229728
59938,Influencer,Facebook,0.06,Tech Enthusiasts,Friday,Greater than or equal to 7,0.286871414
59939,Search,YouTube,0.07,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.070883055
59943,Social Media,YouTube,0.05,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.060852427
59944,Search,Website,0.06,Health & Wellness,Thursday,Greater than or equal to 7,0.612656467
59945,Email,Google Ads,0.03,Outdoor Adventurers,Friday,Greater than or equal to 7,0.204566004
59949,Display,Website,0.02,Foodies,Tuesday,Greater than or equal to 7,0.10290404
59952,Search,Website,0.13,Tech Enthusiasts,Friday,Greater than or equal to 7,0.149056604
59954,Influencer,Instagram,0.14,Health & Wellness,Sunday,Greater than or equal to 7,0.085495725
59956,Social Media,Instagram,0.14,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.175072046
59958,Display,Google Ads,0.12,Health & Wellness,Thursday,Greater than or equal to 7,0.126984127
59959,Influencer,Instagram,0.11,Tech Enthusiasts,Friday,Greater than or equal to 7,0.065725149
59962,Email,Email,0.1,Health & Wellness,Monday,Greater than or equal to 7,0.099475632
59965,Social Media,Instagram,0.13,Health & Wellness,Thursday,Greater than or equal to 7,0.128309572
59966,Display,Email,0.02,Fashionistas,Friday,Greater than or equal to 7,0.117524701
59967,Search,Google Ads,0.12,Health & Wellness,Saturday,Greater than or equal to 7,0.099656794
59970,Influencer,Google Ads,0.02,Fashionistas,Tuesday,Greater than or equal to 7,0.129618034
59972,Email,Facebook,0.06,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.042730534
59975,Search,Website,0.12,Foodies,Sunday,Greater than or equal to 7,0.111111111
59977,Social Media,Instagram,0.03,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.079117598
59979,Social Media,Instagram,0.07,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.146183121
59980,Social Media,Email,0.06,Outdoor Adventurers,Friday,Greater than or equal to 7,0.028866971
59983,Social Media,Google Ads,0.15,Outdoor Adventurers,Monday,Greater than or equal to 7,0.097491197
59984,Social Media,Website,0.05,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.152835988
59985,Search,Google Ads,0.14,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.097138856
59987,Display,Facebook,0.08,Tech Enthusiasts,Friday,Greater than or equal to 7,0.081670205
59988,Search,Website,0.13,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.131491186
59991,Social Media,Google Ads,0.02,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.178047224
59992,Influencer,Instagram,0.07,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.235677083
59994,Influencer,Google Ads,0.15,Health & Wellness,Friday,Greater than or equal to 7,0.107597036
59996,Search,Website,0.11,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.416198877
59999,Email,Email,0.1,Health & Wellness,Wednesday,Greater than or equal to 7,0.196549312
60005,Influencer,Website,0.02,Fashionistas,Tuesday,Greater than or equal to 7,0.097761535
60006,Social Media,Email,0.13,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.141110545
60010,Influencer,YouTube,0.04,Foodies,Sunday,Greater than or equal to 7,0.192282102
60012,Social Media,Instagram,0.02,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.073708648
60013,Search,Website,0.02,Foodies,Wednesday,Greater than or equal to 7,0.068366793
60014,Influencer,Facebook,0.06,Health & Wellness,Thursday,Greater than or equal to 7,0.114428552
60018,Social Media,Website,0.09,Health & Wellness,Monday,Greater than or equal to 7,0.07305251
60020,Display,Facebook,0.1,Foodies,Wednesday,Greater than or equal to 7,0.149971703
60021,Email,Website,0.11,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.022742125
60022,Social Media,Facebook,0.11,Health & Wellness,Friday,Greater than or equal to 7,0.088629337
60030,Influencer,Google Ads,0.01,Foodies,Saturday,Greater than or equal to 7,0.148567301
60031,Influencer,Email,0.05,Health & Wellness,Sunday,Greater than or equal to 7,0.019724138
60034,Social Media,Email,0.11,Fashionistas,Wednesday,Greater than or equal to 7,0.021152704
60035,Email,Google Ads,0.12,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.031494693
