Campaign_ID,Campaign_Type,Target_Audience,Duration_in_Days,Channel_Used,Conversion_Rate,ROI,Location,Language,Customer_Segment,Date,Engagement_Score_Segment
7605,Email,Men 25-34,60,Website,0.1,7.72,Los Angeles,Mandarin,Tech Enthusiasts,11/1/21,Greater than or equal to 7
7606,Display,Men 18-24,30,Google Ads,0.07,7.08,Chicago,Mandarin,Outdoor Adventurers,11/2/21,Greater than or equal to 7
7610,Display,All Ages,15,YouTube,0.08,2.16,Los Angeles,French,Fashionistas,11/6/21,Greater than or equal to 7
7617,Display,Women 25-34,15,YouTube,0.14,5.78,Miami,Mandarin,Outdoor Adventurers,11/13/21,Greater than or equal to 7
7618,Email,Women 25-34,30,Email,0.13,4.92,Houston,English,Fashionistas,11/14/21,Greater than or equal to 7
7619,Search,All Ages,15,Email,0.12,4.6,New York,English,Fashionistas,11/15/21,Greater than or equal to 7
7622,Email,Women 35-44,45,Facebook,0.13,3.61,Los Angeles,Mandarin,Foodies,11/18/21,Greater than or equal to 7
7625,Email,Women 25-34,30,Email,0.03,4.89,Miami,Spanish,Outdoor Adventurers,11/21/21,Greater than or equal to 7
7629,Social Media,Women 25-34,60,Instagram,0.02,4.61,Chicago,English,Health & Wellness,11/25/21,Greater than or equal to 7
7631,Email,All Ages,15,Google Ads,0.06,5.74,New York,French,Tech Enthusiasts,11/27/21,Greater than or equal to 7
7632,Display,All Ages,45,YouTube,0.01,4.96,Houston,German,Tech Enthusiasts,11/28/21,Greater than or equal to 7
7634,Email,All Ages,15,Website,0.02,4.9,Chicago,French,Tech Enthusiasts,11/30/21,Greater than or equal to 7
7641,Social Media,Men 25-34,30,Website,0.04,2.4,Chicago,Mandarin,Outdoor Adventurers,12/7/21,Greater than or equal to 7
7644,Influencer,Women 35-44,30,Email,0.12,2.07,Miami,Spanish,Outdoor Adventurers,12/10/21,Greater than or equal to 7
7646,Search,Men 25-34,60,Website,0.08,3.54,Chicago,Spanish,Health & Wellness,12/12/21,Greater than or equal to 7
7648,Display,Women 35-44,60,Email,0.03,6.83,Houston,Spanish,Tech Enthusiasts,12/14/21,Greater than or equal to 7
7649,Display,All Ages,45,Website,0.02,2.94,Los Angeles,English,Tech Enthusiasts,12/15/21,Greater than or equal to 7
7650,Influencer,Men 25-34,45,Email,0.09,2.81,Miami,English,Foodies,12/16/21,Greater than or equal to 7
7652,Email,All Ages,60,Email,0.13,5.75,Chicago,English,Tech Enthusiasts,12/18/21,Greater than or equal to 7
7654,Social Media,Women 35-44,15,Google Ads,0.15,3.7,Miami,German,Fashionistas,12/20/21,Greater than or equal to 7
7658,Display,Women 35-44,45,Website,0.15,4.14,Chicago,German,Health & Wellness,12/24/21,Greater than or equal to 7
7661,Social Media,Women 25-34,60,Facebook,0.04,7.71,Miami,English,Foodies,12/27/21,Greater than or equal to 7
7663,Display,Men 25-34,30,Instagram,0.13,7.89,Chicago,English,Fashionistas,12/29/21,Greater than or equal to 7
7664,Influencer,Men 25-34,30,YouTube,0.1,6.29,Houston,German,Foodies,12/30/21,Greater than or equal to 7
7668,Social Media,Men 18-24,15,Facebook,0.09,3.39,Chicago,French,Fashionistas,1/3/21,Greater than or equal to 7
7669,Influencer,All Ages,30,Google Ads,0.13,4.51,Miami,Mandarin,Tech Enthusiasts,1/4/21,Greater than or equal to 7
7671,Search,Women 35-44,60,Facebook,0.02,6.1,Los Angeles,German,Tech Enthusiasts,1/6/21,Greater than or equal to 7
7673,Social Media,Women 25-34,15,Instagram,0.1,5.65,Chicago,German,Tech Enthusiasts,1/8/21,Greater than or equal to 7
7675,Email,All Ages,15,Email,0.01,3.3,Chicago,Mandarin,Fashionistas,1/10/21,Greater than or equal to 7
7677,Email,Men 18-24,45,Instagram,0.04,3.65,Los Angeles,German,Tech Enthusiasts,1/12/21,Greater than or equal to 7
7679,Influencer,Women 25-34,60,Website,0.14,5.28,Los Angeles,Mandarin,Outdoor Adventurers,1/14/21,Greater than or equal to 7
7685,Social Media,Women 35-44,45,YouTube,0.05,5.67,Houston,Spanish,Outdoor Adventurers,1/20/21,Greater than or equal to 7
7687,Search,All Ages,60,Website,0.01,5.32,Los Angeles,Spanish,Tech Enthusiasts,1/22/21,Greater than or equal to 7
7689,Display,Women 25-34,30,Facebook,0.02,4.8,New York,French,Health & Wellness,1/24/21,Greater than or equal to 7
7692,Social Media,All Ages,45,Google Ads,0.14,2.38,Houston,French,Tech Enthusiasts,1/27/21,Greater than or equal to 7
7697,Email,Men 25-34,60,Google Ads,0.01,6.14,Houston,Spanish,Foodies,2/1/21,Greater than or equal to 7
7698,Influencer,Women 35-44,60,Google Ads,0.12,6.18,Los Angeles,French,Tech Enthusiasts,2/2/21,Greater than or equal to 7
7705,Search,All Ages,15,Instagram,0.12,4.64,Miami,German,Tech Enthusiasts,2/9/21,Greater than or equal to 7
7709,Influencer,All Ages,60,YouTube,0.12,2.73,New York,Mandarin,Tech Enthusiasts,2/13/21,Greater than or equal to 7
7710,Social Media,Women 35-44,30,Google Ads,0.14,7.45,Chicago,Mandarin,Outdoor Adventurers,2/14/21,Greater than or equal to 7
7718,Display,Women 35-44,60,Facebook,0.01,3.45,Los Angeles,Spanish,Health & Wellness,2/22/21,Greater than or equal to 7
7719,Search,Women 25-34,30,Website,0.07,6.9,Miami,Mandarin,Fashionistas,2/23/21,Greater than or equal to 7
7720,Social Media,All Ages,45,Website,0.05,5.37,New York,Mandarin,Health & Wellness,2/24/21,Greater than or equal to 7
7722,Social Media,Men 18-24,30,YouTube,0.1,2.76,Los Angeles,German,Foodies,2/26/21,Greater than or equal to 7
7724,Search,Men 18-24,45,Email,0.11,2.57,New York,English,Foodies,2/28/21,Greater than or equal to 7
7726,Display,Women 35-44,45,Website,0.12,3.1,Houston,French,Outdoor Adventurers,3/2/21,Greater than or equal to 7
7732,Email,Men 18-24,30,Website,0.14,6.73,Houston,French,Foodies,3/8/21,Greater than or equal to 7
7733,Email,Men 18-24,15,Email,0.11,3.69,Miami,Mandarin,Health & Wellness,3/9/21,Greater than or equal to 7
7738,Email,Men 18-24,15,Email,0.11,2.6,New York,English,Tech Enthusiasts,3/14/21,Greater than or equal to 7
7739,Social Media,Men 25-34,45,Facebook,0.05,7.38,Chicago,English,Health & Wellness,3/15/21,Greater than or equal to 7
7740,Social Media,All Ages,45,YouTube,0.07,5.48,Houston,Spanish,Outdoor Adventurers,3/16/21,Greater than or equal to 7
7744,Influencer,Women 35-44,45,Facebook,0.1,3.21,Los Angeles,English,Health & Wellness,3/20/21,Greater than or equal to 7
7746,Display,Women 35-44,15,Email,0.02,4.76,New York,Spanish,Outdoor Adventurers,3/22/21,Greater than or equal to 7
7747,Email,All Ages,60,YouTube,0.04,7.62,Los Angeles,Spanish,Health & Wellness,3/23/21,Greater than or equal to 7
7748,Email,Women 25-34,60,Facebook,0.14,2.38,Miami,Spanish,Fashionistas,3/24/21,Greater than or equal to 7
7750,Email,Women 35-44,60,Instagram,0.13,4.12,Houston,French,Foodies,3/26/21,Greater than or equal to 7
7752,Email,Women 25-34,45,Email,0.09,6.5,Miami,Spanish,Foodies,3/28/21,Greater than or equal to 7
7753,Social Media,Men 25-34,30,Google Ads,0.03,7.11,New York,French,Tech Enthusiasts,3/29/21,Greater than or equal to 7
7755,Influencer,Women 25-34,45,Website,0.03,3.83,Los Angeles,German,Foodies,3/31/21,Greater than or equal to 7
7757,Social Media,Women 25-34,60,Website,0.13,4.45,New York,French,Outdoor Adventurers,4/2/21,Greater than or equal to 7
7763,Search,Women 25-34,15,Instagram,0.11,7.71,New York,Spanish,Fashionistas,4/8/21,Greater than or equal to 7
7765,Display,Women 25-34,15,Email,0.11,5.27,Miami,French,Fashionistas,4/10/21,Greater than or equal to 7
7766,Display,Men 18-24,15,Email,0.03,5.6,New York,Spanish,Outdoor Adventurers,4/11/21,Greater than or equal to 7
7767,Search,All Ages,15,Facebook,0.02,3.54,Houston,French,Fashionistas,4/12/21,Greater than or equal to 7
7768,Search,All Ages,45,Email,0.05,6.53,Los Angeles,Mandarin,Fashionistas,4/13/21,Greater than or equal to 7
7769,Email,All Ages,60,Google Ads,0.02,2.73,Los Angeles,English,Tech Enthusiasts,4/14/21,Greater than or equal to 7
7772,Display,All Ages,30,Facebook,0.15,7.7,Chicago,English,Outdoor Adventurers,4/17/21,Greater than or equal to 7
7773,Email,Men 25-34,30,Instagram,0.07,5.74,Houston,French,Foodies,4/18/21,Greater than or equal to 7
7774,Search,Men 18-24,60,YouTube,0.08,3.57,Chicago,Spanish,Health & Wellness,4/19/21,Greater than or equal to 7
7776,Display,All Ages,45,Instagram,0.1,7.52,Chicago,French,Health & Wellness,4/21/21,Greater than or equal to 7
7779,Email,Men 25-34,30,Email,0.05,7.7,Houston,English,Tech Enthusiasts,4/24/21,Greater than or equal to 7
7780,Display,Women 25-34,45,Google Ads,0.05,7.12,Miami,German,Outdoor Adventurers,4/25/21,Greater than or equal to 7
7783,Influencer,All Ages,60,Website,0.03,6.74,New York,French,Health & Wellness,4/28/21,Greater than or equal to 7
7791,Search,Women 35-44,60,YouTube,0.08,3.71,Los Angeles,Mandarin,Outdoor Adventurers,5/6/21,Greater than or equal to 7
7798,Display,All Ages,15,Facebook,0.06,7.9,Los Angeles,French,Outdoor Adventurers,5/13/21,Greater than or equal to 7
7800,Influencer,Women 25-34,15,YouTube,0.11,6.97,Houston,French,Health & Wellness,5/15/21,Greater than or equal to 7
7801,Social Media,Men 18-24,15,Google Ads,0.02,5.02,Houston,French,Fashionistas,5/16/21,Greater than or equal to 7
7806,Search,Women 25-34,30,Google Ads,0.07,4.9,New York,Spanish,Tech Enthusiasts,5/21/21,Greater than or equal to 7
7813,Search,All Ages,15,Facebook,0.02,4.17,Houston,English,Foodies,5/28/21,Greater than or equal to 7
7817,Influencer,Women 25-34,45,Instagram,0.03,3.51,Los Angeles,Mandarin,Outdoor Adventurers,6/1/21,Greater than or equal to 7
7819,Email,Men 18-24,60,YouTube,0.05,6.89,Houston,Mandarin,Health & Wellness,6/3/21,Greater than or equal to 7
7824,Social Media,Women 25-34,60,Google Ads,0.15,2,Los Angeles,Mandarin,Outdoor Adventurers,6/8/21,Greater than or equal to 7
7826,Search,Men 18-24,45,YouTube,0.14,2.56,New York,Spanish,Health & Wellness,6/10/21,Greater than or equal to 7
7831,Search,Men 25-34,45,Facebook,0.03,5.64,New York,Mandarin,Tech Enthusiasts,6/15/21,Greater than or equal to 7
7834,Social Media,Men 25-34,60,Website,0.1,7.2,Los Angeles,German,Foodies,6/18/21,Greater than or equal to 7
7835,Search,Men 25-34,60,YouTube,0.13,5.47,New York,French,Foodies,6/19/21,Greater than or equal to 7
7836,Social Media,Men 25-34,60,Facebook,0.1,2.03,Houston,Mandarin,Tech Enthusiasts,6/20/21,Greater than or equal to 7
7837,Influencer,All Ages,15,Website,0.05,4.86,Miami,French,Tech Enthusiasts,6/21/21,Greater than or equal to 7
7838,Email,Women 35-44,15,Google Ads,0.06,7.49,Houston,German,Health & Wellness,6/22/21,Greater than or equal to 7
7840,Display,Men 25-34,45,YouTube,0.01,4.85,New York,Mandarin,Tech Enthusiasts,6/24/21,Greater than or equal to 7
7845,Email,Men 18-24,30,YouTube,0.02,4.64,New York,English,Outdoor Adventurers,6/29/21,Greater than or equal to 7
7846,Display,Men 18-24,45,Facebook,0.09,6.06,Los Angeles,Spanish,Outdoor Adventurers,6/30/21,Greater than or equal to 7
7849,Email,Men 25-34,15,Instagram,0.08,3.07,New York,French,Outdoor Adventurers,7/3/21,Greater than or equal to 7
7851,Influencer,Women 35-44,30,Website,0.05,3.67,Chicago,French,Outdoor Adventurers,7/5/21,Greater than or equal to 7
7852,Search,Women 35-44,60,YouTube,0.13,2.92,Miami,Spanish,Outdoor Adventurers,7/6/21,Greater than or equal to 7
7853,Display,All Ages,30,Instagram,0.15,2.62,Houston,English,Foodies,7/7/21,Greater than or equal to 7
7855,Display,Women 35-44,30,Google Ads,0.06,4.69,Chicago,German,Health & Wellness,7/9/21,Greater than or equal to 7
7857,Search,Women 25-34,30,Email,0.14,7.59,Chicago,German,Health & Wellness,7/11/21,Greater than or equal to 7
7859,Email,Men 18-24,15,Facebook,0.11,6.05,Miami,French,Tech Enthusiasts,7/13/21,Greater than or equal to 7
7860,Influencer,Men 25-34,60,Google Ads,0.13,3.22,Los Angeles,Spanish,Tech Enthusiasts,7/14/21,Greater than or equal to 7
7862,Social Media,Women 35-44,45,Facebook,0.05,3.13,New York,English,Health & Wellness,7/16/21,Greater than or equal to 7
7863,Influencer,Men 18-24,45,Instagram,0.13,5.94,Miami,Mandarin,Foodies,7/17/21,Greater than or equal to 7
7864,Search,Women 35-44,45,Google Ads,0.07,7.27,Chicago,French,Health & Wellness,7/18/21,Greater than or equal to 7
7865,Social Media,Women 25-34,15,Email,0.07,2.07,Miami,English,Tech Enthusiasts,7/19/21,Greater than or equal to 7
7870,Email,Men 18-24,30,Instagram,0.05,5.92,Los Angeles,Spanish,Foodies,7/24/21,Greater than or equal to 7
7871,Social Media,Women 35-44,30,Google Ads,0.1,3.68,Chicago,German,Fashionistas,7/25/21,Greater than or equal to 7
7872,Display,Women 35-44,45,Instagram,0.03,3.85,New York,French,Health & Wellness,7/26/21,Greater than or equal to 7
7878,Social Media,Women 35-44,15,Google Ads,0.04,3.32,Miami,English,Health & Wellness,8/1/21,Greater than or equal to 7
7881,Email,Men 25-34,45,Facebook,0.06,6.16,Chicago,Spanish,Tech Enthusiasts,8/4/21,Greater than or equal to 7
7882,Display,Women 35-44,30,Website,0.02,6.31,New York,Mandarin,Outdoor Adventurers,8/5/21,Greater than or equal to 7
7883,Influencer,Men 18-24,45,Website,0.03,2.74,Houston,English,Tech Enthusiasts,8/6/21,Greater than or equal to 7
7884,Search,Women 35-44,15,Website,0.06,5.71,Chicago,French,Health & Wellness,8/7/21,Greater than or equal to 7
7887,Email,Men 18-24,60,Facebook,0.14,3.65,New York,German,Foodies,8/10/21,Greater than or equal to 7
7888,Email,Men 18-24,15,Website,0.07,6.71,Chicago,English,Foodies,8/11/21,Greater than or equal to 7
7891,Influencer,Women 35-44,15,Instagram,0.14,3.07,Los Angeles,Mandarin,Health & Wellness,8/14/21,Greater than or equal to 7
7892,Display,Women 35-44,60,Email,0.06,6.82,Miami,Mandarin,Health & Wellness,8/15/21,Greater than or equal to 7
7893,Email,Women 35-44,45,YouTube,0.12,6.33,New York,English,Fashionistas,8/16/21,Greater than or equal to 7
7895,Search,All Ages,15,Email,0.05,2.11,Houston,French,Tech Enthusiasts,8/18/21,Greater than or equal to 7
7896,Influencer,Women 35-44,45,YouTube,0.08,6.74,Chicago,English,Fashionistas,8/19/21,Greater than or equal to 7
7897,Search,Women 35-44,60,Instagram,0.03,7.53,Houston,English,Health & Wellness,8/20/21,Greater than or equal to 7
7899,Search,Men 25-34,45,Email,0.02,7.91,Chicago,Spanish,Outdoor Adventurers,8/22/21,Greater than or equal to 7
7901,Influencer,Women 25-34,45,YouTube,0.02,7.04,Chicago,German,Outdoor Adventurers,8/24/21,Greater than or equal to 7
7903,Email,Women 35-44,60,Facebook,0.04,7.87,Houston,German,Fashionistas,8/26/21,Greater than or equal to 7
7904,Search,Women 35-44,30,Email,0.13,4.64,New York,Spanish,Health & Wellness,8/27/21,Greater than or equal to 7
7906,Email,Women 25-34,45,YouTube,0.11,7.6,Los Angeles,Spanish,Tech Enthusiasts,8/29/21,Greater than or equal to 7
7908,Search,Women 25-34,15,Facebook,0.14,3.39,Los Angeles,English,Foodies,8/31/21,Greater than or equal to 7
7910,Email,Men 25-34,60,Facebook,0.11,7.5,Los Angeles,German,Foodies,9/2/21,Greater than or equal to 7
7916,Email,All Ages,60,Google Ads,0.07,4.17,Los Angeles,German,Fashionistas,9/8/21,Greater than or equal to 7
7920,Display,Women 25-34,60,Website,0.11,5.56,Chicago,Mandarin,Outdoor Adventurers,9/12/21,Greater than or equal to 7
7921,Search,Men 25-34,15,Google Ads,0.14,3.25,Houston,Spanish,Outdoor Adventurers,9/13/21,Greater than or equal to 7
7924,Social Media,Women 35-44,15,Facebook,0.04,6.17,Miami,French,Fashionistas,9/16/21,Greater than or equal to 7
7927,Display,Women 35-44,60,Facebook,0.11,3.08,Los Angeles,French,Health & Wellness,9/19/21,Greater than or equal to 7
7929,Influencer,Men 18-24,30,Facebook,0.08,5.97,Miami,English,Fashionistas,9/21/21,Greater than or equal to 7
7931,Influencer,Men 25-34,15,Instagram,0.01,4.99,New York,English,Outdoor Adventurers,9/23/21,Greater than or equal to 7
7933,Search,Women 25-34,15,Email,0.14,3.04,Chicago,Mandarin,Tech Enthusiasts,9/25/21,Greater than or equal to 7
7935,Display,Men 18-24,15,Instagram,0.03,7.5,Houston,Mandarin,Foodies,9/27/21,Greater than or equal to 7
7937,Email,All Ages,30,Google Ads,0.04,3.34,Miami,German,Fashionistas,9/29/21,Greater than or equal to 7
7938,Display,Men 25-34,45,Email,0.06,3.37,Houston,Spanish,Outdoor Adventurers,9/30/21,Greater than or equal to 7
7942,Social Media,All Ages,30,Instagram,0.09,7.17,Los Angeles,French,Health & Wellness,10/4/21,Greater than or equal to 7
7944,Email,Women 25-34,60,Email,0.03,7.4,Houston,Spanish,Fashionistas,10/6/21,Greater than or equal to 7
7945,Display,All Ages,30,YouTube,0.1,2.88,Houston,Mandarin,Outdoor Adventurers,10/7/21,Greater than or equal to 7
7947,Search,Men 18-24,60,Google Ads,0.03,3.57,Miami,Spanish,Fashionistas,10/9/21,Greater than or equal to 7
7949,Display,Men 25-34,45,YouTube,0.1,6.33,Los Angeles,English,Health & Wellness,10/11/21,Greater than or equal to 7
7953,Display,Women 25-34,60,Facebook,0.1,7.58,Los Angeles,Mandarin,Foodies,10/15/21,Greater than or equal to 7
7955,Display,Men 18-24,15,Facebook,0.04,3.06,Houston,Spanish,Foodies,10/17/21,Greater than or equal to 7
7964,Email,All Ages,15,Email,0.1,2.61,Miami,French,Fashionistas,10/26/21,Greater than or equal to 7
7967,Social Media,Men 25-34,60,Google Ads,0.13,5.63,Houston,Spanish,Outdoor Adventurers,10/29/21,Greater than or equal to 7
7969,Email,All Ages,30,Instagram,0.05,6.66,New York,Mandarin,Tech Enthusiasts,10/31/21,Greater than or equal to 7
7974,Social Media,Women 25-34,60,Email,0.01,2.46,New York,French,Outdoor Adventurers,11/5/21,Greater than or equal to 7
7975,Display,Men 25-34,15,Facebook,0.01,3.53,Los Angeles,English,Foodies,11/6/21,Greater than or equal to 7
7976,Display,Men 18-24,15,Email,0.14,4.85,New York,French,Foodies,11/7/21,Greater than or equal to 7
7980,Social Media,Men 18-24,30,Email,0.05,4.76,New York,English,Tech Enthusiasts,11/11/21,Greater than or equal to 7
7981,Influencer,Women 25-34,45,YouTube,0.06,6.38,Miami,English,Outdoor Adventurers,11/12/21,Greater than or equal to 7
7984,Influencer,All Ages,60,Website,0.09,3.65,Los Angeles,German,Outdoor Adventurers,11/15/21,Greater than or equal to 7
7990,Display,Men 18-24,60,YouTube,0.13,7.91,Chicago,Spanish,Tech Enthusiasts,11/21/21,Greater than or equal to 7
7991,Social Media,Men 25-34,45,Instagram,0.09,3.22,Houston,Mandarin,Outdoor Adventurers,11/22/21,Greater than or equal to 7
7992,Influencer,Women 25-34,15,Google Ads,0.04,6.72,Houston,Mandarin,Fashionistas,11/23/21,Greater than or equal to 7
7996,Email,Men 18-24,60,Facebook,0.12,6.1,New York,French,Tech Enthusiasts,11/27/21,Greater than or equal to 7
7997,Search,All Ages,15,Website,0.02,5.71,Miami,German,Foodies,11/28/21,Greater than or equal to 7
7998,Influencer,Women 25-34,45,Instagram,0.03,2.83,Los Angeles,English,Foodies,11/29/21,Greater than or equal to 7
8008,Email,All Ages,30,Instagram,0.02,5.97,Miami,English,Foodies,12/9/21,Greater than or equal to 7
8009,Influencer,Women 35-44,60,YouTube,0.11,2.11,New York,Mandarin,Tech Enthusiasts,12/10/21,Greater than or equal to 7
8012,Email,Men 18-24,15,Instagram,0.07,6.08,New York,Mandarin,Fashionistas,12/13/21,Greater than or equal to 7
8016,Social Media,All Ages,60,Google Ads,0.11,5.54,New York,German,Tech Enthusiasts,12/17/21,Greater than or equal to 7
8018,Search,Men 18-24,60,Website,0.03,7.96,Miami,Spanish,Foodies,12/19/21,Greater than or equal to 7
8020,Influencer,Women 35-44,45,Instagram,0.07,5.31,Los Angeles,English,Tech Enthusiasts,12/21/21,Greater than or equal to 7
8025,Social Media,Women 35-44,45,Email,0.03,4.38,Los Angeles,French,Outdoor Adventurers,12/26/21,Greater than or equal to 7
8031,Social Media,Women 25-34,45,Website,0.05,5.87,Houston,German,Tech Enthusiasts,1/1/21,Greater than or equal to 7
8033,Influencer,All Ages,45,Facebook,0.06,6.66,Chicago,English,Fashionistas,1/3/21,Greater than or equal to 7
8034,Email,Women 35-44,45,Instagram,0.01,3.55,New York,German,Foodies,1/4/21,Greater than or equal to 7
8037,Influencer,Men 18-24,15,Google Ads,0.09,4.49,Los Angeles,Spanish,Health & Wellness,1/7/21,Greater than or equal to 7
8039,Email,All Ages,15,Google Ads,0.13,6.46,Chicago,Mandarin,Tech Enthusiasts,1/9/21,Greater than or equal to 7
8042,Search,Women 25-34,15,Instagram,0.09,7.63,Houston,English,Tech Enthusiasts,1/12/21,Greater than or equal to 7
8043,Email,Women 35-44,30,Email,0.14,3.51,Los Angeles,Mandarin,Outdoor Adventurers,1/13/21,Greater than or equal to 7
8051,Search,Women 25-34,45,Facebook,0.02,5.23,Miami,Mandarin,Fashionistas,1/21/21,Greater than or equal to 7
8053,Display,Women 35-44,15,Email,0.12,7.77,Houston,Mandarin,Tech Enthusiasts,1/23/21,Greater than or equal to 7
8055,Search,Men 25-34,60,Google Ads,0.09,7.46,Los Angeles,Spanish,Tech Enthusiasts,1/25/21,Greater than or equal to 7
8056,Email,Women 25-34,30,YouTube,0.08,5.22,Los Angeles,Spanish,Foodies,1/26/21,Greater than or equal to 7
8057,Search,Men 18-24,60,YouTube,0.07,4.03,Los Angeles,Mandarin,Foodies,1/27/21,Greater than or equal to 7
8059,Search,Men 25-34,15,Website,0.06,4.94,Los Angeles,English,Outdoor Adventurers,1/29/21,Greater than or equal to 7
8064,Influencer,All Ages,60,Email,0.05,4.36,Houston,French,Tech Enthusiasts,2/3/21,Greater than or equal to 7
8066,Social Media,Women 35-44,15,Facebook,0.03,5.9,Miami,English,Fashionistas,2/5/21,Greater than or equal to 7
8067,Search,All Ages,60,Website,0.1,2.1,Los Angeles,Spanish,Health & Wellness,2/6/21,Greater than or equal to 7
8071,Influencer,Men 25-34,30,Email,0.15,3.78,New York,Mandarin,Tech Enthusiasts,2/10/21,Greater than or equal to 7
8074,Search,Men 25-34,30,Website,0.14,7.62,Houston,Mandarin,Tech Enthusiasts,2/13/21,Greater than or equal to 7
8075,Influencer,Women 35-44,45,Email,0.05,5.54,Chicago,French,Outdoor Adventurers,2/14/21,Greater than or equal to 7
8077,Social Media,Women 35-44,60,Email,0.06,7.24,Los Angeles,Spanish,Tech Enthusiasts,2/16/21,Greater than or equal to 7
8079,Influencer,Men 25-34,30,YouTube,0.06,4.89,Houston,French,Tech Enthusiasts,2/18/21,Greater than or equal to 7
8082,Social Media,Men 25-34,30,YouTube,0.13,6.11,New York,English,Outdoor Adventurers,2/21/21,Greater than or equal to 7
8083,Email,Men 25-34,60,Instagram,0.04,2.87,Los Angeles,Spanish,Outdoor Adventurers,2/22/21,Greater than or equal to 7
8085,Search,Men 25-34,30,Google Ads,0.11,3.61,Miami,English,Foodies,2/24/21,Greater than or equal to 7
8087,Social Media,Women 35-44,30,Google Ads,0.11,3.31,Chicago,German,Foodies,2/26/21,Greater than or equal to 7
8098,Email,Women 35-44,45,Email,0.06,2.89,Chicago,Spanish,Fashionistas,3/9/21,Greater than or equal to 7
8101,Display,Women 25-34,30,Website,0.05,2.11,Los Angeles,French,Fashionistas,3/12/21,Greater than or equal to 7
8104,Search,Men 25-34,30,Website,0.13,3.91,New York,German,Health & Wellness,3/15/21,Greater than or equal to 7
8105,Social Media,All Ages,15,Google Ads,0.04,5.86,Houston,Spanish,Foodies,3/16/21,Greater than or equal to 7
8109,Display,Men 18-24,30,Google Ads,0.14,7.84,Miami,Spanish,Health & Wellness,3/20/21,Greater than or equal to 7
8110,Email,Women 35-44,45,Website,0.12,2.11,Houston,English,Outdoor Adventurers,3/21/21,Greater than or equal to 7
8114,Search,All Ages,60,YouTube,0.05,2.43,Los Angeles,Spanish,Tech Enthusiasts,3/25/21,Greater than or equal to 7
8119,Email,Women 35-44,30,Email,0.03,2.48,Miami,German,Foodies,3/30/21,Greater than or equal to 7
8121,Display,All Ages,60,YouTube,0.14,3.19,Chicago,German,Fashionistas,4/1/21,Greater than or equal to 7
8126,Influencer,Women 35-44,60,Website,0.08,3.83,New York,Mandarin,Outdoor Adventurers,4/6/21,Greater than or equal to 7
8128,Email,Men 25-34,30,Google Ads,0.02,2.15,Chicago,Mandarin,Health & Wellness,4/8/21,Greater than or equal to 7
8129,Influencer,Women 25-34,60,YouTube,0.12,6.91,Chicago,Mandarin,Health & Wellness,4/9/21,Greater than or equal to 7
8132,Display,All Ages,60,Email,0.02,7.75,Los Angeles,Spanish,Tech Enthusiasts,4/12/21,Greater than or equal to 7
8133,Display,Women 35-44,30,Facebook,0.03,3.78,Miami,French,Health & Wellness,4/13/21,Greater than or equal to 7
8134,Influencer,Women 25-34,15,Instagram,0.05,2.28,Chicago,English,Outdoor Adventurers,4/14/21,Greater than or equal to 7
8135,Email,Men 18-24,45,Facebook,0.03,3.47,Chicago,French,Health & Wellness,4/15/21,Greater than or equal to 7
8137,Influencer,Men 25-34,30,Email,0.1,6.09,New York,Mandarin,Outdoor Adventurers,4/17/21,Greater than or equal to 7
8144,Search,Women 35-44,45,Google Ads,0.14,7.39,Los Angeles,German,Health & Wellness,4/24/21,Greater than or equal to 7
8145,Search,Men 18-24,60,Facebook,0.1,2.38,Los Angeles,French,Health & Wellness,4/25/21,Greater than or equal to 7
8148,Social Media,Women 35-44,15,Website,0.15,2.75,Miami,English,Health & Wellness,4/28/21,Greater than or equal to 7
8149,Display,Women 25-34,45,Facebook,0.09,6.26,Miami,German,Foodies,4/29/21,Greater than or equal to 7
8153,Search,Men 18-24,45,Google Ads,0.05,7.69,Chicago,German,Tech Enthusiasts,5/3/21,Greater than or equal to 7
8155,Search,Women 35-44,60,Email,0.06,6.35,Chicago,Mandarin,Outdoor Adventurers,5/5/21,Greater than or equal to 7
8165,Influencer,Men 18-24,45,Instagram,0.02,3.55,Los Angeles,German,Fashionistas,5/15/21,Greater than or equal to 7
8168,Display,Men 25-34,60,Instagram,0.05,4.5,Los Angeles,Spanish,Tech Enthusiasts,5/18/21,Greater than or equal to 7
8169,Search,All Ages,60,Facebook,0.15,3.09,Houston,French,Tech Enthusiasts,5/19/21,Greater than or equal to 7
8170,Influencer,Men 25-34,45,Instagram,0.08,5.06,Chicago,German,Health & Wellness,5/20/21,Greater than or equal to 7
8171,Email,Women 25-34,60,Website,0.09,4.18,New York,German,Health & Wellness,5/21/21,Greater than or equal to 7
8173,Influencer,Women 25-34,30,Website,0.02,6.99,New York,Spanish,Fashionistas,5/23/21,Greater than or equal to 7
8175,Email,Women 25-34,60,YouTube,0.01,2.56,Miami,German,Tech Enthusiasts,5/25/21,Greater than or equal to 7
8180,Social Media,All Ages,30,Instagram,0.15,3.92,Chicago,Mandarin,Outdoor Adventurers,5/30/21,Greater than or equal to 7
8187,Email,Women 35-44,15,Google Ads,0.11,2.45,New York,Spanish,Tech Enthusiasts,6/6/21,Greater than or equal to 7
8189,Influencer,Men 18-24,60,Website,0.02,5.6,Los Angeles,German,Tech Enthusiasts,6/8/21,Greater than or equal to 7
